T_mu,sigma,ω₀,n_B,P,e
"(1.0, 200.1118481127528)",93.0,0.0,0.0,0.0,0.0
"(2.0, 200.1118481127528)",93.0,0.0,9.638056571237986e-164,0.0,1.928689312685695e-161
"(3.0, 200.1118481127528)",93.0,0.0,5.388843025380325e-110,0.0,1.078371336998375e-107
"(4.0, 200.1118481127528)",93.0,0.0,4.581523429211578e-83,0.0,9.168171205914056e-81
"(5.0, 200.1118481127528)",93.0,0.0,7.111701854855997e-67,0.0,1.4231358014021255e-64
"(6.000000000000001, 200.1118481127528)",93.0,0.0,4.656858347483776e-56,0.0,9.318925303142784e-54
"(7.0, 200.1118481127528)",93.0,0.0,2.568744694602278e-48,0.0,5.140362481666906e-46
"(8.0, 200.1118481127528)",93.0,0.0,1.6897846529279457e-42,0.0,3.381459298099778e-40
"(9.0, 200.1118481127528)",93.0,0.0,5.78486598997536e-38,0.0,1.1576202243385786e-35
"(10.0, 200.1118481127528)",93.0,0.0,2.4962615566506074e-34,0.0,4.995315134741702e-32
"(11.000000000000002, 200.1118481127528)",93.0,0.0,2.384889066764281e-31,0.0,4.772445586940986e-29
"(12.0, 200.1118481127528)",93.0,0.0,7.345744879762225e-29,0.0,1.46997058365401e-26
"(13.0, 200.1118481127528)",93.0,0.0,9.463677254388724e-27,0.0,1.8937939453183494e-24
"(14.0, 200.1118481127528)",93.0,0.0,6.142668881175418e-25,0.0,1.2292208221567082e-22
"(15.0, 200.1118481127528)",93.0,0.0,2.3026770040701847e-23,0.0,4.607929508912215e-21
"(16.0, 200.1118481127528)",93.0,0.0,5.523278410645738e-22,0.0,1.1052734503955866e-19
"(17.0, 200.1118481127528)",93.0,0.0,9.168711185571982e-21,0.0,1.8347677401568783e-18
"(18.0, 200.1118481127528)",93.0,0.0,1.1196328520075854e-19,0.0,2.2405179922299015e-17
"(19.0, 200.1118481127528)",93.0,0.0,1.0554577020582356e-18,0.0,2.1120959136371276e-16
"(20.0, 200.1118481127528)",92.99999999383955,5.91425780079292e-16,7.983046500899151e-18,1.9859446137283985e-12,-1.9843471115395335e-12
"(21.000000000000004, 200.1118481127528)",92.99999999940401,3.703149873447013e-15,4.998499983988517e-17,5.9578338411851955e-12,-5.9478312504893206e-12
"(22.000000000000004, 200.1118481127528)",92.99999999493478,1.9692659776091898e-14,2.6581089934111755e-16,3.971889227456797e-12,-3.9186973171411334e-12
"(23.0, 200.1118481127528)",92.99999999494261,9.08428604027296e-14,1.2261940586317065e-15,1.9859446137283985e-12,-1.7405686545107305e-12
"(24.0, 200.1118481127528)",92.99999999940012,3.6999434048930447e-13,4.99417190241617e-15,-1.8618230753703737e-12,2.861216044555656e-12
"(25.0, 200.1118481127528)",92.999999993835,1.3503915714667741e-12,1.8227542753737302e-14,4.964861534320996e-13,3.151061113572487e-12
"(26.0, 200.1118481127528)",92.99999999938355,4.4723903199734685e-12,6.036818304333405e-14,-3.723646150740747e-13,1.2452753291084595e-11
"(27.0, 200.1118481127528)",92.99999999487144,1.3585791735211556e-11,1.833805873237788e-13,4.964861534320996e-12,3.173176670304243e-11
"(28.0, 200.1118481127528)",92.99999999480158,3.8201796694204806e-11,5.156466439467882e-13,1.6384043063259287e-11,8.680295983007111e-11
"(29.0, 200.1118481127528)",92.99999999962928,1.0022514325495599e-10,1.3528358124453375e-12,3.723646150740747e-11,2.334820131141464e-10
"(30.0, 200.1118481127528)",92.99999999405189,2.470286726487933e-10,3.3343852122745e-12,1.0401384914402487e-10,5.63236138004059e-10
"(31.0, 200.1118481127528)",92.99999999733721,5.754349965341533e-10,7.767203377253493e-12,2.388098398008399e-10,1.3154995826889717e-9
"(32.0, 200.1118481127528)",92.99999999040166,1.2735039354162409e-9,1.718971584822392e-11,5.540785472302232e-10,2.885787259690942e-9
"(33.0, 200.1118481127528)",92.9999999853371,2.690057990533653e-9,3.6310317685439826e-11,1.1962833866946441e-9,6.0698413908998914e-9
"(34.0, 200.1118481127528)",92.99999998062472,5.445630149899646e-9,7.350494345890611e-11,2.4991871748388316e-9,1.221002290614627e-8
"(35.0, 200.1118481127528)",92.99999996229668,1.0602947077602376e-8,1.4311824416707695e-10,5.007311100439441e-9,2.363234523848653e-8
"(36.0, 200.1118481127528)",92.9999999286889,1.9920058832067302e-8,2.688803238599411e-10,9.67601864423819e-9,4.4130119884530123e-8
"(37.0, 200.1118481127528)",92.9999998665902,3.62146234103196e-8,4.888238414039945e-10,1.809319664644929e-8,7.972624565847923e-8
"(38.0, 200.1118481127528)",92.99999977335541,6.387342747593191e-8,8.621615031526191e-10,3.276783788344186e-8,1.397608938840977e-7
"(39.0, 200.1118481127528)",92.9999996123092,1.095467121574908e-7,1.4786580546998553e-9,5.7671707461134336e-8,2.3822528859166166e-7
"(40.0, 200.1118481127528)",92.99999935349366,1.830719959909187e-7,2.4711000095676225e-9,9.884890368987074e-8,3.9564748609614736e-7
"(41.00000000000001, 200.1118481127528)",92.99999894720041,2.9867656630534845e-7,4.0315268419734735e-9,1.6531164322675055e-7,6.414446438367311e-7
"(42.0, 200.1118481127528)",92.99999832381636,4.765113901035144e-7,6.431935666385449e-9,2.7018056564852383e-7,1.0169259674941986e-6
"(43.00000000000001, 200.1118481127528)",92.99999738420033,7.44571654480085e-7,1.0050204634109856e-8,4.322332737641461e-7,1.5789317494789295e-6
"(44.0, 200.1118481127528)",92.99999599811103,1.1410603163280652e-6,1.5401996045662603e-8,6.778437326516222e-7,2.404278160671232e-6
"(45.0, 200.1118481127528)",92.99999398113232,1.7172508093684098e-6,2.3179397104219542e-8,1.0433631690067902e-6,3.5951088236579723e-6
"(45.99999999999999, 200.1118481127528)",92.99999111414064,2.5409033760245327e-6,3.4297033375638585e-8,1.5781869902346097e-6,5.285055743349192e-6
"(47.0, 200.1118481127528)",92.9999870792668,3.700286370597105e-6,4.9946348350064716e-8,2.3484233206368715e-6,7.646432754177919e-6
"(47.99999999999999, 200.1118481127528)",92.99998148849494,5.308849395133662e-6,7.165868116356895e-8,3.4412630725347076e-6,1.0898488048429581e-5
"(49.0, 200.1118481127528)",92.99997384873737,7.510589388257911e-6,1.0137769792743503e-7,4.9703241232241326e-6,1.531655436645128e-5
"(49.99999999999999, 200.1118481127528)",92.99996353977892,1.0486143962577618e-5,1.4154163942458477e-7,7.081801040715534e-6,2.1242358009446996e-5
"(51.0, 200.1118481127528)",92.99994978982112,1.4459638559293816e-5,1.9517574385154006e-7,9.961731406832221e-6,2.909524740208071e-5
"(51.99999999999999, 200.1118481127528)",92.99993167165346,1.9706305570502855e-5,2.65995089080522e-7,1.3844287508337365e-5,3.938448135648221e-5
"(53.0, 200.1118481127528)",92.99990803001168,2.6560884718839652e-5,3.58517981544167e-7,1.902137080772753e-5,5.272232506072952e-5
"(54.0, 200.1118481127528)",92.99987749113302,3.542680482978054e-5,4.781898908596247e-7,2.5853380231414457e-5,6.98380825773406e-5
"(55.0, 200.1118481127528)",92.99983842960638,4.678613801307175e-5,6.315178105767737e-7,3.478136255123649e-5,9.159283363940104e-5
"(56.0, 200.1118481127528)",92.99978888837832,6.121030833767392e-5,8.262148055164506e-7,4.634064539774563e-5,0.00011899472627226994
"(57.0, 200.1118481127528)",92.99972660310767,7.937152833743624e-5,1.0713543785156342e-6,6.11758032146951e-5,0.00015321490145375817
"(58.0, 200.1118481127528)",92.99964891837405,0.00010205492884675724,1.3775342004675445e-6,8.005729513064851e-5,0.00019560361956343512
"(59.0, 200.1118481127528)",92.99955274219911,0.00013017134007157295,1.757048630160076e-6,0.00010389957267784632,0.00024770667592746714
"(60.0, 200.1118481127528)",92.99943455330367,0.00016477067505011014,2.22406935834118e-6,0.00013378084565070317,0.00031128178397789454
"(61.0, 200.1118481127528)",92.99929027940898,0.00020705586153579728,2.794833468479536e-6,0.00017096444044364243,0.0003883148501011725
"(61.99999999999999, 200.1118481127528)",92.99911532547793,0.0002583972622664322,3.4878380712364615e-6,0.00021692182757537847,0.00048103589477776907
"(63.00000000000001, 200.1118481127528)",92.99890447404388,0.00032034752127568653,4.324040706225959e-6,0.00027335730462215606,0.0005919344724154935
"(64.0, 200.1118481127528)",92.99865184022097,0.00039465676967820795,5.327064590556434e-6,0.000342234313335164,0.0007237744268970886
"(65.0, 200.1118481127528)",92.99835085325321,0.0004832881226726131,6.523407788181479e-6,0.000425803449899853,0.0008796077385862678
