T_mu,sigma,ω₀,n_B,P,e
"(1.0, 460.1118481127528)",93.0,0.0,1.0015313239232023e-211,0.0,4.608164283931167e-209
"(2.0, 460.1118481127528)",93.0,0.0,2.768667189029495e-107,0.0,1.2738965771535013e-104
"(3.0, 460.1118481127528)",93.0,0.0,2.3461422664791154e-72,0.0,1.0794878541651483e-69
"(4.0, 460.1118481127528)",93.0,0.0,7.765448574406744e-55,0.0,3.572974894994829e-52
"(5.0, 460.1118481127528)",93.0,0.0,2.7247002945979856e-44,0.0,1.2536668881008411e-41
"(6.000000000000001, 460.1118481127528)",93.0,0.0,3.0730443481470537e-37,0.0,1.4139441143583906e-34
"(7.0, 460.1118481127528)",93.0,0.0,3.473112555484306e-32,0.0,1.5980202366074896e-29
"(8.0, 460.1118481127528)",93.0,0.0,2.200232367129585e-28,0.0,1.01235298071749e-25
"(9.0, 460.1118481127528)",93.0,0.0,2.0353858498939368e-25,0.0,9.365051450172453e-23
"(10.0, 460.1118481127528)",93.0,0.0,4.8866753300544576e-23,0.0,2.2484172172383526e-20
"(11.000000000000002, 460.1118481127528)",93.0,0.0,4.392113456753846e-21,0.0,2.020863439707903e-18
"(12.0, 460.1118481127528)",93.0,0.0,1.887155145005717e-19,0.0,8.683024414440705e-17
"(13.0, 460.1118481127528)",93.0,0.0,4.592000277719099e-18,0.0,2.1128337343156085e-15
"(14.0, 460.1118481127528)",93.0,0.0,7.142868872140831e-17,0.0,3.286518597587772e-14
"(15.0, 460.1118481127528)",92.9999999938429,5.751442142208134e-14,7.763278466599886e-16,1.9859446137283985e-12,-1.6287469734602774e-12
"(16.0, 460.1118481127528)",93.0,0.0,6.3025787069437274e-15,1.241215383580249e-13,2.7757695983699374e-12
"(17.0, 460.1118481127528)",92.9999999938432,2.9800404971046217e-12,4.0224492583305725e-14,2.730673843876548e-12,1.577709177802597e-11
"(18.0, 460.1118481127528)",93.0,0.0,2.1001262448251652e-13,3.7236461507407475e-12,9.290565062691949e-11
"(19.0, 460.1118481127528)",92.99999999972026,6.857616039302228e-11,9.256388431931203e-13,1.9611203060567936e-11,4.0628619576596915e-10
"(20.0, 460.1118481127528)",93.0,0.0,3.5319729145981452e-12,7.062515532571616e-11,1.5544774298942225e-9
"(21.000000000000004, 460.1118481127528)",92.99999999620039,8.822024827198655e-10,1.1907941202620493e-11,2.5209084440514857e-10,5.226893989550563e-9
"(22.000000000000004, 460.1118481127528)",92.9999999896997,2.6723346119372356e-9,3.607108804936622e-11,7.9748088395031e-10,1.579925410188141e-8
"(23.0, 460.1118481127528)",92.9999999671218,7.374285486071173e-9,9.953787248443573e-11,2.293393664241226e-9,4.3505160801784027e-8
"(24.0, 460.1118481127528)",92.99999993159634,1.8752686048128384e-8,2.5312316299903323e-10,6.076990518008899e-9,1.1038797580962184e-7
"(25.0, 460.1118481127528)",92.99999983919109,4.4374386170340266e-8,5.989640606409521e-10,1.4974146509050482e-8,2.606163143855769e-7
"(26.0, 460.1118481127528)",92.99999963981597,9.851294350470505e-8,1.3297245971252577e-9,3.4572813294244255e-8,5.772492285700437e-7
"(27.0, 460.1118481127528)",92.99999925570435,2.0662730664561072e-7,2.7890488478599134e-9,7.530826096796446e-8,1.2079661588976042e-6
"(28.0, 460.1118481127528)",92.99999851459195,4.1193169053828017e-7,5.5602409347828915e-9,1.556887486009296e-7,2.402643983854207e-6
"(29.0, 460.1118481127528)",92.99999717964897,7.846169856745341e-7,1.0590735263952598e-8,3.071352712638586e-7,4.565787503906274e-6
