T_mu,sigma,ω₀,n_B,P,e
"(1.0, 160.1118481127528)",93.0,0.0,0.0,0.0,0.0
"(2.0, 160.1118481127528)",93.0,0.0,1.9860096203143616e-172,0.0,3.179836706782389e-170
"(3.0, 160.1118481127528)",93.0,0.0,8.709592299150713e-116,0.0,1.3945089193256204e-113
"(4.0, 160.1118481127528)",93.0,0.0,2.068781788084742e-87,0.0,3.3123647543225337e-85
"(5.0, 160.1118481127528)",93.0,0.0,2.3638746588444843e-70,0.0,3.784843403344934e-68
"(6.000000000000001, 160.1118481127528)",93.0,0.0,5.851893181528102e-59,0.0,9.369574322528813e-57
"(7.0, 160.1118481127528)",93.0,0.0,8.342778189203543e-51,0.0,1.3357776342681445e-48
"(8.0, 160.1118481127528)",93.0,0.0,1.1186999626219513e-44,0.0,1.791171184990681e-42
"(9.0, 160.1118481127528)",93.0,0.0,6.665294709488942e-40,0.0,1.0671926541524283e-37
"(10.0, 160.1118481127528)",93.0,0.0,4.481771556492995e-36,0.0,7.175847267292621e-34
"(11.000000000000002, 160.1118481127528)",93.0,0.0,6.1569528204095986e-33,0.0,9.858010948188067e-31
"(12.0, 160.1118481127528)",93.0,0.0,2.567480239642078e-30,0.0,4.110840061620665e-28
"(13.0, 160.1118481127528)",93.0,0.0,4.275410500645902e-28,0.0,6.84543876699085e-26
"(14.0, 160.1118481127528)",93.0,0.0,3.4586198177972865e-26,0.0,5.5376601094691594e-24
"(15.0, 160.1118481127528)",93.0,0.0,1.569440192955879e-24,0.0,2.512859697966011e-22
"(16.0, 160.1118481127528)",93.0,0.0,4.450200104238696e-23,0.0,7.125297631612228e-21
"(17.0, 160.1118481127528)",93.0,0.0,8.563986012861228e-22,0.0,1.3711956277309762e-19
"(18.0, 160.1118481127528)",93.0,0.0,1.1927511305329948e-20,0.0,1.9097358784821302e-18
"(19.0, 160.1118481127528)",93.0,0.0,1.26489467326775e-19,0.0,2.02524623804876e-17
"(20.0, 160.1118481127528)",93.0,0.0,1.0637601078768218e-18,0.0,1.7032059682077924e-16
"(21.000000000000004, 160.1118481127528)",92.99999999494166,5.431883523856443e-16,7.331939217216275e-18,3.971889227456797e-12,-3.970715297118478e-12
"(22.000000000000004, 160.1118481127528)",92.99999999941281,3.1522462272805864e-15,4.2548919850723487e-17,3.971889227456797e-12,-3.965076641264297e-12
"(23.0, 160.1118481127528)",92.99999999939918,1.5749374866788452e-14,2.1258456369492285e-16,1.9859446137283985e-12,-1.9519073063549612e-12
"(24.0, 160.1118481127528)",92.99999999384832,6.901624375486884e-14,9.31579077232356e-16,1.9859446137283985e-12,-1.836787766009553e-12
"(25.0, 160.1118481127528)",92.9999999993897,2.694440928712117e-13,3.636947841091429e-15,-1.8618230753703737e-12,2.4441415156972088e-12
"(26.0, 160.1118481127528)",92.99999999940762,9.496422975105352e-13,1.2818241687408307e-14,2.358309228802473e-12,-3.059568626755984e-13
"(27.0, 160.1118481127528)",92.99999999937826,3.0557824752378693e-12,4.1246855172415206e-14,3.1030384589506225e-12,3.501071751543833e-12
"(28.0, 160.1118481127528)",92.99999999379935,9.064755271330058e-12,1.2235578009803744e-13,5.461347687753096e-12,1.4129262391021256e-11
"(29.0, 160.1118481127528)",92.9999999993171,2.4996796984882725e-11,3.374059748467393e-13,1.3777490757740765e-11,4.0245203439255646e-11
"(30.0, 160.1118481127528)",92.99999999361384,6.454307352156117e-11,8.712003658081621e-13,2.8175589207271654e-11,1.1131391143877948e-10
"(31.0, 160.1118481127528)",92.99999999884331,1.570329021704838e-10,2.1196251451950156e-12,6.566029379139518e-11,2.737168055120407e-10
"(32.0, 160.1118481127528)",92.99999999254663,3.619973469799648e-10,4.886228743496587e-12,1.5837908294483977e-10,6.239640314780528e-10
"(33.0, 160.1118481127528)",92.99999999656802,7.945157997686698e-10,1.0724349127680528e-11,3.619384058520006e-10,1.355156952787317e-9
"(34.0, 160.1118481127528)",92.99999998791091,1.6674159002653219e-9,2.2506727095126112e-11,7.653334055155815e-10,2.8382602646544287e-9
"(35.0, 160.1118481127528)",92.99999998744113,3.358765649766363e-9,4.5336512472146155e-11,1.5871421109840644e-9,5.671770687918124e-9
"(36.0, 160.1118481127528)",92.99999997623091,6.515946852964032e-9,8.795204446179655e-11,3.169071117357092e-9,1.0913093266716158e-8
