0	1	Indeterminate
10	1	Indeterminate
20	1	Indeterminate
30	1	Indeterminate
40	1	-2.0553430491788376
50	1	Indeterminate
60	1	Indeterminate
70	1	Indeterminate
80	1	5.504868654535976
90	1	Indeterminate
100	1	Indeterminate
110	1	Indeterminate
120	1	Indeterminate
130	1	Indeterminate
140	1	Indeterminate
150	1	Indeterminate
160	1	Indeterminate
170	1	Indeterminate
180	1	Indeterminate
190	1	Indeterminate
200	1	Indeterminate
210	1	Indeterminate
220	1	Indeterminate
230	1	Indeterminate
240	1	Indeterminate
250	1	Indeterminate
260	1	Indeterminate
270	1	Indeterminate
280	1	Indeterminate
290	1	Indeterminate
300	1	Indeterminate
310	1	Indeterminate
320	1	Indeterminate
330	1	Indeterminate
340	1	Indeterminate
350	1	Indeterminate
360	1	Indeterminate
370	1	Indeterminate
380	1	Indeterminate
390	1	Indeterminate
400	1	Indeterminate
410	1	Indeterminate
420	1	Indeterminate
430	1	Indeterminate
440	1	Indeterminate
450	1	Indeterminate
460	1	Indeterminate
470	1	Indeterminate
480	1	Indeterminate
490	1	Indeterminate
500	1	Indeterminate
510	1	Indeterminate
520	1	Indeterminate
530	1	Indeterminate
540	1	Indeterminate
550	1	Indeterminate
560	1	Indeterminate
570	1	Indeterminate
580	1	Indeterminate
590	1	Indeterminate
600	1	Indeterminate
610	1	Indeterminate
620	1	Indeterminate
630	1	Indeterminate
640	1	Indeterminate
650	1	Indeterminate
660	1	Indeterminate
670	1	Indeterminate
680	1	Indeterminate
690	1	Indeterminate
700	1	Indeterminate
710	1	Indeterminate
720	1	Indeterminate
730	1	Indeterminate
740	1	Indeterminate
750	1	Indeterminate
760	1	-1.6692081503602862
770	1	-1.4970150746286819
780	1	17.60981058271379
790	1	-3.0936945652878234
800	1	-1.2268906682371459
810	1	0.6259530563851248
820	1	0.7707536434420702
830	1	0.5613806529857716
840	1	0.6259530563850952
850	1	6.603678968517176
860	1	0.23168226408091938
870	1	1.7469944207549535
0	2	Indeterminate
10	2	Indeterminate
20	2	Indeterminate
30	2	Indeterminate
40	2	-1.0276715245894303
50	2	Indeterminate
60	2	Indeterminate
70	2	Indeterminate
80	2	2.7524343272679057
90	2	Indeterminate
100	2	Indeterminate
110	2	Indeterminate
120	2	Indeterminate
130	2	Indeterminate
140	2	Indeterminate
150	2	Indeterminate
160	2	Indeterminate
170	2	Indeterminate
180	2	Indeterminate
190	2	Indeterminate
200	2	Indeterminate
210	2	Indeterminate
220	2	Indeterminate
230	2	Indeterminate
240	2	Indeterminate
250	2	Indeterminate
260	2	Indeterminate
270	2	Indeterminate
280	2	Indeterminate
290	2	Indeterminate
300	2	Indeterminate
310	2	Indeterminate
320	2	Indeterminate
330	2	Indeterminate
340	2	Indeterminate
350	2	Indeterminate
360	2	Indeterminate
370	2	Indeterminate
