0.	0.	0.	0.	0.	0.	0.	0.	-5.3794568079632e-16	-2.9049066763001e-16	0.	-2.0172963029862e-16	0.	0.	-6.4553481695558e-17	0.	2.5996800257781e-17	-4.5157064872586e-17	1.5617713504461e-17	3.098650728975e-32	4.6852652406539e-17	-7.9811844513772e-18	-6.0315106172327e-19	6.1524763243315e-18	-2.1439862426766e-17	1.3626077208865e-17	5.4858931874424e-18	3.0790175593556e-17	1.9908444018013e-32	1.2824950134238e-17	-1.742464251589e-17	5.7194084017281e-18	4.1529249081652e-18	1.5839896180403e-17	2.4516298293585e-17	5.7840986555936e-17	9.2787562900881e-17	1.7264259711749e-16	2.8233863026818e-16	5.2084031330435e-16	8.7375165373484e-16	1.4840245550952e-15	2.4268443030846e-15	3.8497282587391e-15	5.9270941570489e-15	9.1442183400908e-15	1.3586558183603e-14	2.0033848025313e-14	2.9050508309581e-14	4.1416008045845e-14	5.8195759282543e-14	8.0692845442146e-14	1.1046615187967e-13	1.4937558111582e-13	1.9975194816333e-13	2.6422174596548e-13	3.4593975203439e-13	4.4858598697281e-13	5.7639871324257e-13	7.3417327503643e-13	9.2740437734217e-13	1.1623536105732e-12	1.445927302442e-12	1.7858769938004e-12	2.190833618455e-12	2.6702671747408e-12	3.2344987555049e-12	3.894901060363e-12	4.6637412556565e-12	5.5542322136501e-12	6.5807266851408e-12	7.7584669414457e-12	9.103707305101e-12	1.0633821586876e-11	1.2367132123317e-11	1.4322990034359e-11	1.6521739278522e-11	1.8984736864863e-11	2.173424449084e-11	2.4793527935319e-11	2.8186727292365e-11	3.1938872817955e-11	3.6075793287749e-11	4.0624237343762e-11	4.5611608528558e-11	5.1066088793959e-11	5.7016545571748e-11	6.3492452986372e-11	7.0523899682057e-11	7.8141549619533e-11	8.6376500018047e-11	9.5260351546288e-11	1.0482507473357e-10	1.1510305150798e-10	1.2612688013043e-10	1.3792952518085e-10	1.5054411350794e-10	1.6400396014666e-10	1.783425332924e-10	1.9359335948182e-10	2.0979007799341e-10	2.269663145779e-10	2.4515568892033e-10	2.6439178818751e-10	2.8470810426222e-10	3.0613805905685e-10	3.2871492251876e-10	3.524718096075e-10	3.7744169825351e-10	4.0365734741358e-10	4.311513259611e-10	4.599559628596e-10	4.9010338363973e-10	5.21625459092e-10	5.545537954689e-10	5.8891977617461e-10	6.2475450448069e-10	6.6208881327372e-10	7.0095329134982e-10	7.413782656861e-10
0.	0.	0.	0.	0.	0.	0.	0.	0.	1.6631522993418e-17	1.3745060325139e-17	0.	0.	-4.6496668960972e-17	0.	6.4966886693041e-18	-6.1170106306203e-17	-2.3845020212757e-17	4.9642213902739e-17	8.8562095609465e-18	-7.8806180073476e-18	2.3284324197827e-17	2.8404821453681e-17	-9.9254188870872e-18	2.0755226649745e-17	2.2228033356505e-17	5.1530008741418e-18	1.4625911505816e-17	1.9495434067051e-17	4.7132417547842e-19	1.4620196420224e-17	9.457958696909e-18	8.0142221047116e-18	6.2090445420191e-18	2.0024563335027e-17	4.0745736579027e-17	1.0030131324419e-16	1.6264840593562e-16	3.0907788958934e-16	5.0735960464095e-16	9.0495841274226e-16	1.5199467192718e-15	2.4658575827451e-15	3.9210386867602e-15	6.1216002321742e-15	9.3114841044925e-15	1.3954048946211e-14	2.0466911346699e-14	2.9618369110974e-14	4.2251973982595e-14	5.9293041041453e-14	8.2176548472168e-14	1.1242259545401e-13	1.5192617428139e-13	2.0307993552982e-13	2.6844647776802e-13	3.512907876074e-13	4.5529689440981e-13	5.8472415002859e-13	7.4441789327481e-13	9.3992494742882e-13	1.177505106656e-12	1.464173909018e-12	1.8077321647179e-12	2.216800561966e-12	2.7009624705066e-12	3.2706012016137e-12	3.9370931971998e-12	4.7128074871676e-12	5.6110323266135e-12	6.6461229816827e-12	7.8334026261232e-12	9.1892868933863e-12	1.073109620868e-11	1.2477270652654e-11	1.4447198206597e-11	1.6661321741025e-11	1.9141025751505e-11	2.1908674103014e-11	2.4987577515516e-11	2.840190344724e-11	3.2176777115174e-11	3.633813027534e-11	4.0912662417172e-11	4.5927897680666e-11	5.1412025322181e-11	5.7393996474226e-11	6.3903322036805e-11	7.0970143036297e-11	7.8625119245876e-11	8.6899435808439e-11	9.5824702387343e-11	1.054329386736e-10	1.1575651917914e-10	1.2682812084701e-10	1.3868068705946e-10	1.5134739940224e-10	1.6486156820607e-10	1.7925669061682e-10	1.9456632061477e-10	2.1082409794102e-10	2.2806365278096e-10	2.4631863576291e-10	2.6562261754633e-10	2.860091211768e-10	3.0751155197807e-10	3.3016319965284e-10	3.5399719736017e-10	3.7904648285107e-10	4.0534386179303e-10	4.329218680165e-10	4.6181286207995e-10	4.9204895294663e-10	5.2366201172664e-10	5.5668364936073e-10	5.9114525912627e-10	6.2707791164834e-10	6.645124720215e-10	7.0347952859375e-10	7.4400939437628e-10
0.	0.	0.	7.6820849664182e-16	0.	0.	6.9312364028333e-17	0.	4.1929701696152e-17	0.	0.	0.	4.6413141371767e-17	0.	0.	6.633409838649e-18	1.8874361785272e-17	3.9721866523456e-17	4.704024705524e-18	1.619982984919e-17	1.3935755041121e-17	8.3706530053943e-33	1.9827911478512e-17	1.3404085332539e-17	-1.2361258478293e-17	1.8335211414053e-32	2.5779581962095e-18	-4.899288881644e-19	6.1784001250364e-18	7.6407377325174e-18	-2.8288914820818e-18	1.3791453000211e-17	1.1012518432866e-17	2.1902780867097e-17	3.1410145699687e-17	4.7330867110605e-17	9.693861188178e-17	1.8293662362182e-16	3.3095668038449e-16	5.8814944503515e-16	1.0049062614035e-15	1.6384941209414e-15	2.674264878429e-15	4.2162499797893e-15	6.5642743648771e-15	9.9634182571317e-15	1.4877899339838e-14	2.1785535978973e-14	3.1474813977925e-14	4.4750181739429e-14	6.2712380782216e-14	8.6731856320072e-14	1.1839363058221e-13	1.5976601666641e-13	2.1311795287578e-13	2.8124159297382e-13	3.6748582957601e-13	4.7552831368355e-13	6.0984991949359e-13	7.7535823625142e-13	9.7769098887193e-13	1.2233537513812e-12	1.5193976206886e-12	1.8738041172373e-12	2.2953762191621e-12	2.7937974528026e-12	3.3797041958274e-12	4.0646000467201e-12	4.8610350537525e-12	5.782515385853e-12	6.8435974929028e-12	8.0597418012372e-12	9.4475850680062e-12	1.1024640628022e-11	1.2809559417362e-11	1.4821931984826e-11	1.7082365958796e-11	1.961245038733e-11	2.243472978725e-11	2.5572706912592e-11	2.9050740918076e-11	3.2894107495051e-11	3.7128889763265e-11	4.1781998229152e-11	4.6881084920157e-11	5.245451075756e-11	5.8531343166692e-11	6.5141250249645e-11	7.2314470932188e-11	8.0081811938918e-11	8.8474575705582e-11	9.7524443083493e-11	1.0726355773095e-10	1.1772436230824e-10	1.2893963218471e-10	1.4094237777949e-10	1.5376582891945e-10	1.6744339305419e-10	1.8200860070969e-10	1.9749504822492e-10	2.139364197264e-10	2.3136637799371e-10	2.4981860253636e-10	2.6932670037708e-10	2.8992421195351e-10	3.1164456295659e-10	3.3452104521801e-10	3.5858679366794e-10	3.8387480313645e-10	4.104178262301e-10	4.3824843190777e-10	4.6739899101866e-10	4.9790158803861e-10	5.2978810701714e-10	5.6309018152064e-10	5.9783916512522e-10	6.3406616560271e-10	6.7180202869238e-10	7.1107735374515e-10	7.5192243351271e-10
0.	0.	0.	0.	0.	0.	0.	2.9364555078699e-17	0.	1.8793315250368e-17	3.1063330992343e-17	1.3050913368311e-17	-1.8660516810604e-17	0.	0.	0.	1.1751923312762e-17	3.8254947271296e-32	1.4112074116572e-17	-8.0506735259984e-17	1.8870945656656e-17	3.4502313940394e-17	3.5526115785194e-18	1.6302571851929e-17	-7.9988383949388e-18	1.8335211414053e-32	-8.4302715680858e-18	3.4768494772569e-18	6.4617148142044e-18	-7.325110559383e-18	-1.3357974654146e-17	1.5380341808517e-17	2.0882576057129e-17	7.4905046658592e-18	4.59581341796e-17	5.8656751344348e-17	1.1089924920788e-16	2.2073029903754e-16	3.675049218205e-16	6.7444583742299e-16	1.1524268490091e-15	1.908590984995e-15	3.0273494075558e-15	4.7526496615184e-15	7.3309378264452e-15	1.1083709886275e-14	1.6486387992178e-14	2.4098998666679e-14	3.4619772706442e-14	4.9063056878705e-14	6.8552561028616e-14	9.4504375153886e-14	1.286226167377e-13	1.7304024616262e-13	2.3019834815422e-13	3.0304449615275e-13	3.9495066023163e-13	5.0997930436574e-13	6.5252582877147e-13	8.2789339945922e-13	1.0418737759761e-12	1.3011190698492e-12	1.6130036221961e-12	1.9857097958446e-12	2.4283723474974e-12	2.9509168866187e-12	3.5642156042022e-12	4.280169477403e-12	5.1115648203076e-12	6.0722338885215e-12	7.1770476345668e-12	8.4418308711039e-12	9.8834656790602e-12	1.1519879530378e-11	1.3369976799628e-11	1.5453716216469e-11	1.7792000218985e-11	2.0406779690644e-11	2.3320867559809e-11	2.655808655536e-11	3.0143133398013e-11	3.4101487173747e-11	3.8459607708298e-11	4.3244620775331e-11	4.8484436690423e-11	5.4207709457323e-11	6.044369854695e-11	6.7222287797392e-11	7.4573978479003e-11	8.252974543823e-11	9.112106406022e-11	1.0037981909562e-10	1.1033827945713e-10	1.2102906391611e-10	1.3248506967255e-10	1.4473943136023e-10	1.5782548234719e-10	1.7177673532632e-10	1.8662679286616e-10	2.0240935126737e-10	2.1915814791989e-10	2.3690691941328e-10	2.5568937718011e-10	2.7553916963839e-10	2.9648989085529e-10	3.1857497219857e-10	3.4182774867692e-10	3.6628137124517e-10	3.9196882573188e-10	4.1892289445465e-10	4.4717617388022e-10	4.7676099488687e-10	5.0770948182735e-10	5.4005350371753e-10	5.7382468826332e-10	6.0905440216996e-10	6.4577375169806e-10	6.840135911865e-10	7.2380450669839e-10	7.6517681546573e-10
-1.8437003919404e-14	-4.6092509798509e-15	-2.0485559910449e-15	-1.1523127449627e-15	-7.3748015677615e-16	-5.1213899776121e-16	-4.8714386184919e-17	-2.8807818624068e-16	-2.2761733233832e-16	-1.8437003919404e-16	-1.5237193321821e-16	-1.280347494403e-16	-1.0909469774795e-16	-9.406634652757e-17	-8.1942239641794e-17	-7.2019546560171e-17	-8.2595326057476e-18	-5.6904333084579e-17	1.5617713504461e-17	-2.7406119033671e-17	1.7937551717841e-32	-6.515758968992e-18	-2.3903973263637e-17	4.0203662377204e-17	1.399359125644e-17	1.3481282716495e-17	2.5002324050344e-17	-7.7043970684357e-18	6.5692866791781e-18	-1.5888567018382e-17	1.8084473795169e-18	1.2806740972006e-17	1.2916557187293e-17	2.8066312932185e-17	4.2633226096447e-17	6.9155821361064e-17	1.3325043446338e-16	2.5050627650408e-16	4.6164274444496e-16	8.051864016779e-16	1.34410590924e-15	2.2438252374959e-15	3.5781059757973e-15	5.5290280694779e-15	8.4960256006338e-15	1.2755696545468e-14	1.887154443504e-14	2.7409445738033e-14	3.92636263359e-14	5.5379383895448e-14	7.7027708532354e-14	1.0575718255297e-13	1.4344363712606e-13	1.9227797044305e-13	2.5493245324272e-13	3.3454523891445e-13	4.3469413674728e-13	5.59586338155e-13	7.1403969382029e-13	9.0348168385919e-13	1.1340623740542e-12	1.4127720166475e-12	1.747313252728e-12	2.1462106171566e-12	2.6189452330688e-12	3.1758851120435e-12	3.8282918956899e-12	4.5884689141396e-12	5.46964419878e-12	6.4861025158876e-12	7.6531217446208e-12	8.9870198673109e-12	1.0505142463293e-11	1.2225834037453e-11	1.4168464609067e-11	1.6353500283635e-11	1.880223892239e-11	2.1537089820957e-11	2.4581334926131e-11	2.7959186977965e-11	3.1695740712865e-11	3.5816981650466e-11	4.0349661859529e-11	4.5321314510308e-11	5.0760260738672e-11	5.6695399756783e-11	6.3156417601471e-11	7.0173492336622e-11	7.7777386956899e-11	8.5999346907726e-11	9.4871123639521e-11	1.0442485122056e-10	1.146930206527e-10	1.2570843924649e-10	1.3750418605474e-10	1.5011357538838e-10	1.6357010243803e-10	1.7790739635966e-10	1.9315918693223e-10	2.0935928465409e-10	2.2654150925403e-10	2.4473968881001e-10	2.6398760929437e-10	2.8431896364176e-10	3.0576737891318e-10	3.2836636416581e-10	3.5214926269216e-10	3.7714925174184e-10	4.0339934542158e-10	4.3093234718961e-10	4.5978082209302e-10	4.8997715944039e-10	5.2155346295487e-10	5.5454160532585e-10	5.8897321981274e-10	6.2487966893536e-10	6.6229207084122e-10	7.0124126594185e-10	7.4175784772174e-10	7.8387215381578e-10
0.	0.	0.	0.	0.	0.	3.4656182014166e-17	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	-2.8127614556637e-17	-4.6070700812793e-18	-1.5768136704961e-17	1.7036451869612e-17	2.007930335833e-17	-4.2061096276812e-17	1.3047223415491e-17	-3.4587508345992e-17	1.8335211414053e-32	2.2833053136065e-17	8.1050551997126e-18	1.8017275473797e-18	6.622862098668e-19	-1.2576358047926e-17	2.1637320206034e-17	9.3588414249968e-19	3.0180749812638e-17	5.8889783540157e-17	9.4528229667777e-17	1.8034918031002e-16	3.2452053874332e-16	5.6985268640121e-16	1.0281233037115e-15	1.6391657104464e-15	2.6511513754481e-15	4.2268753918556e-15	6.5854254632753e-15	1.0023834099863e-14	1.5011292516639e-14	2.2091824765423e-14	3.1958521162672e-14	4.5522718968571e-14	6.3918735611568e-14	8.845734400145e-14	1.2096509320384e-13	1.6336560876563e-13	2.1811999872079e-13	2.8813050622907e-13	3.767259466261e-13	4.8781611492289e-13	6.2589178809011e-13	7.9606589108487e-13	1.0042045389717e-12	1.2568395340461e-12	1.5612840660074e-12	1.9257332675384e-12	2.3592307518972e-12	2.8716726515112e-12	3.4739107501894e-12	4.177818940455e-12	4.9961897987998e-12	5.9428332790608e-12	7.0325821371495e-12	8.2812846339029e-12	9.7058696900106e-12	1.1324289459648e-11	1.3155416827157e-11	1.5219284810943e-11	1.7536894250871e-11	2.013014302003e-11	2.3022018621561e-11	2.6236351472433e-11	2.9797932098551e-11	3.3732371083413e-11	3.8066176784426e-11	4.282660348313e-11	4.8041674077648e-11	5.3740155560382e-11	5.9951456910597e-11	6.6705581744767e-11	7.4033179089219e-11	8.1965361538417e-11	9.0533751968003e-11	9.9770408845593e-11	1.0970777242477e-10	1.2037860401727e-10	1.3181599167192e-10	1.440532416417e-10	1.5712389108334e-10	1.7106160518886e-10	1.8590020184593e-10	2.0167358033596e-10	2.184156421809e-10	2.3616037309646e-10	2.549416714315e-10	2.7479342316067e-10	2.9574940256928e-10	3.1784328546472e-10	3.4110862491048e-10	3.6557881651272e-10	3.9128707062348e-10	4.1826641476272e-10	4.4654966460535e-10	4.761694313651e-10	5.0715807558369e-10	5.3954772545692e-10	5.7337025796955e-10	6.0865730268592e-10	6.4544024336207e-10	6.8375017363521e-10	7.2361794389666e-10	7.6507417305514e-10	8.0814916790578e-10
0.	0.	0.	0.	0.	0.	0.	0.	0.	-3.1536273409921e-17	0.	0.	0.	0.	0.	0.	0.	3.7936222056386e-17	4.4841234572971e-17	-1.5768136704961e-17	4.2591129674029e-17	2.6048624030126e-17	4.5163144345656e-18	-1.2313644678375e-17	-2.924971363e-17	1.8335211414053e-32	-1.4017645958199e-17	4.1046959390377e-18	2.9189255588385e-18	5.4744200074057e-18	2.6534550597746e-18	9.7100689498292e-19	2.1790092697566e-17	3.2021589944969e-17	6.9061989726128e-17	1.257076342761e-16	2.2265481539569e-16	4.107492015078e-16	7.1552781713009e-16	1.2141124417319e-15	2.0411364609212e-15	3.2742187511621e-15	5.1413960257862e-15	7.9581585920845e-15	1.2111465849908e-14	1.800042917642e-14	2.6322805353592e-14	3.7829149505452e-14	5.3645033615957e-14	7.4971284330092e-14	1.0331057498613e-13	1.4062948443593e-13	1.8911226730263e-13	2.5148602883189e-13	3.308934220532e-13	4.3095998157423e-13	5.5599344522968e-13	7.108692604208e-13	9.0106260687886e-13	1.132886155317e-12	1.4134384288387e-12	1.750492136126e-12	2.1527960846099e-12	2.6299253846824e-12	3.1924572325419e-12	3.8518528618831e-12	4.6205842429219e-12	5.5121599458072e-12	6.5410627055689e-12	7.722833789205e-12	9.0740387793908e-12	1.0612303806421e-11	1.2356294328214e-11	1.4325675580116e-11	1.6541163822129e-11	1.9024446143468e-11	2.1798197430053e-11	2.4886036842788e-11	2.8312555030751e-11	3.2103147335784e-11	3.6284157251727e-11	4.0882639450985e-11	4.5926506609741e-11	5.1444401984693e-11	5.7465601537728e-11	6.402007230786e-11	7.1138340511407e-11	7.8851509923406e-11	8.7191181749923e-11	9.6189378293592e-11	1.0587857056877e-10	1.162915521428e-10	1.2746144614619e-10	1.3942163351113e-10	1.5220570876193e-10	1.6584746543506e-10	1.8038080447683e-10	1.958397501333e-10	2.1225838207911e-10	2.2967079080429e-10	2.4811106162969e-10	2.6761322360044e-10	2.8821128117392e-10	3.0993909186673e-10	3.3283040707787e-10	3.5691884083497e-10	3.8223782607417e-10	4.0882061190486e-10	4.3670027911369e-10	4.6590962884326e-10	4.9648132322691e-10	5.2844769769265e-10	5.6184090700995e-10	5.9669285234636e-10	6.3303513571775e-10	6.7089915384309e-10	7.1031600941198e-10	7.5131655723195e-10	7.9393140720448e-10	8.3819088209921e-10
0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	-2.3845020212757e-17	2.0811842865647e-17	-4.5566735581753e-17	1.8923829814647e-17	-4.9318283534319e-18	-8.7128577755957e-18	3.323493306231e-18	5.6679741190058e-18	-2.4855040877378e-17	7.8132262657327e-19	1.166365514885e-18	-4.1475906482125e-18	8.8171595238624e-19	3.8727325242438e-18	3.3459085796831e-18	2.6051802357649e-17	3.3452255457174e-17	8.9190769496023e-17	1.5290056825842e-16	2.9380204462472e-16	5.2511518459656e-16	9.1480277107829e-16	1.528597555457e-15	2.5437472813165e-15	4.0776267322648e-15	6.3990148534433e-15	9.7840514546802e-15	1.4755783815013e-14	2.1797003940121e-14	3.171365552062e-14	4.5435851319811e-14	6.4063603755818e-14	8.9056996428348e-14	1.2220021364199e-13	1.6549628281949e-13	2.2163753653132e-13	2.934819954801e-13	3.8460592159272e-13	4.9895557447463e-13	6.4131390455062e-13	8.1697131303015e-13	1.0319762069632e-12	1.2931436267505e-12	1.6081097821415e-12	1.9853266965049e-12	2.434193968737e-12	2.9649891100133e-12	3.5889723066826e-12	4.3183792666002e-12	5.1664889200678e-12	6.14756199589e-12	7.2769236694463e-12	8.5709800342396e-12	1.0047110114313e-11	1.1723802483855e-11	1.3620600515342e-11	1.5758022668545e-11	1.815759836998e-11	2.0841947922368e-11	2.3834568271252e-11	2.7159883634908e-11	3.0843275136068e-11	3.4910970333211e-11	3.9390088429037e-11	4.4308415834971e-11	4.9694587159212e-11	5.5577924577259e-11	6.1988405529952e-11	6.8956569204629e-11	7.6513591643745e-11	8.4691120590439e-11	9.3521283954163e-11	1.0303661543311e-10	1.1327002749554e-10	1.2425475534909e-10	1.3602430686701e-10	1.4861244044897e-10	1.6205308564447e-10	1.7638030661994e-10	1.9162829545863e-10	2.0783130014039e-10	2.2502362525875e-10	2.4323954748898e-10	2.6251330837117e-10	2.8287909052259e-10	3.0437099642871e-10	3.2702299512415e-10	3.5086892950346e-10	3.7594247586677e-10	4.0227711550969e-10	4.2990615205906e-10	4.5886268884528e-10	4.8917957779324e-10	5.2088945538512e-10	5.5402471852587e-10	5.8861750778489e-10	6.2469971341238e-10	6.6230297157908e-10	7.0145866743817e-10	7.4219791271813e-10	7.8455157760821e-10	8.2855024618468e-10	8.7422428067246e-10
7.9104603075678e-30	1.977615076892e-30	8.789400341742e-31	4.9440376922299e-31	3.1641841230271e-31	2.1973500854355e-31	1.6143796546057e-31	1.2360094230575e-31	9.7660003797134e-32	7.9104603075678e-32	6.5375705021222e-32	5.4933752135888e-32	4.680745744123e-32	4.0359491365142e-32	3.5157601366968e-32	3.0900235576437e-32	2.7371834974283e-32	2.4415000949283e-32	2.1912632430936e-32	4.2453822967354e-18	7.7013737809259e-18	7.7614413992755e-18	2.0508878964071e-17	3.8259737249999e-17	1.7744895549167e-17	1.3293784337412e-17	9.3926205497351e-19	9.1201198489179e-18	2.8571869948043e-18	3.6190061165537e-18	5.413017195155e-18	1.2819457039736e-17	4.0815891987869e-17	6.6396338130755e-17	1.1511176458932e-16	2.1493014134795e-16	3.8357641779824e-16	6.630985648868e-16	1.1794730066273e-15	1.9341349851646e-15	3.1633098756696e-15	5.0690248720716e-15	7.9301906552577e-15	1.2088742887782e-14	1.81186390354e-14	2.6689953483467e-14	3.8586576549096e-14	5.4980477112922e-14	7.7140413362688e-14	1.0668237009137e-13	1.4573956070204e-13	1.9656603278825e-13	2.6208100093839e-13	3.4560435158793e-13	4.510607761418e-13	5.8293808880534e-13	7.4642803081415e-13	9.4746806194126e-13	1.1926125976518e-12	1.489398172175e-12	1.8460955735311e-12	2.271961738579e-12	2.7770691292412e-12	3.3725721285478e-12	4.0705932486975e-12	4.8842375769286e-12	5.8277014993416e-12	6.9161564930978e-12	8.1659509611803e-12	9.5943724546476e-12	1.1219844922997e-11	1.3061885845031e-11	1.5140959686827e-11	1.7478643306741e-11	2.0097474513811e-11	2.3021014869389e-11	2.6273696398631e-11	2.9881028267283e-11	3.3869191566764e-11	3.8265466127913e-11	4.3097692900353e-11	4.8394657127227e-11	5.4185764086761e-11	6.050113116255e-11	6.737146782996e-11	7.4828092463342e-11	8.2902806186006e-11	9.1627926533473e-11	1.010361837388e-10	1.1116069220757e-10	1.2203485269233e-10	1.3369240387366e-10	1.4616732099961e-10	1.5949372622426e-10	1.7370595276792e-10	1.8883841164462e-10	2.0492557296388e-10	2.2200195928028e-10	2.401021156556e-10	2.592605204113e-10	2.7951161239649e-10	3.0088973328794e-10	3.2342909936225e-10	3.4716381647312e-10	3.7212779457016e-10	3.9835480407801e-10	4.2587838616761e-10	4.5473189073716e-10	4.8494846051155e-10	5.1656097233973e-10	5.4960209499704e-10	5.8410423362698e-10	6.2009952427629e-10	6.5761989310117e-10	6.9669696656029e-10	7.3736213194438e-10	7.796465158731e-10	8.2358098461788e-10	8.6919614195587e-10	9.1652234121566e-10
0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	9.2141401625587e-18	1.4094986437776e-17	1.6083127743184e-17	-4.4495850182857e-17	-1.8284977545963e-17	-2.3263739612376e-17	3.0069304400588e-18	7.011598654279e-18	1.7541244055787e-18	1.4741391370137e-17	1.0332051737756e-17	1.5829025899354e-18	5.9953104639097e-18	6.7472823802926e-18	3.8909155993224e-17	7.6822849636581e-17	1.5135193388289e-16	2.7360636953838e-16	4.7547469309847e-16	8.8304710153898e-16	1.4856849452416e-15	2.4517462496523e-15	4.0616505106524e-15	6.4159298750275e-15	9.897145458515e-15	1.507392121907e-14	2.2418622207312e-14	3.2802287694484e-14	4.7222715731608e-14	6.688772093787e-14	9.3427205567262e-14	1.2864184024452e-13	1.7489960889476e-13	2.3489055359205e-13	3.1186695890931e-13	4.0956029724632e-13	5.3244142391583e-13	6.8554399651678e-13	8.7460681902392e-13	1.1061593607954e-12	1.3876030474256e-12	1.7271211109902e-12	2.1338233771933e-12	2.6177768296734e-12	3.1900634312798e-12	3.8626955602253e-12	4.6487753865906e-12	5.5624737239965e-12	6.6189684252504e-12	7.8346344629002e-12	9.2268000247186e-12	1.0813934779935e-11	1.2615605529798e-11	1.4652401615806e-11	1.6945987764331e-11	1.9519066295575e-11	2.2395325745042e-11	2.5599380829407e-11	2.9156892631673e-11	3.3094304636208e-11	3.7438993698779e-11	4.2219145607909e-11	4.7463725257113e-11	5.3202396744797e-11	5.9465519749054e-11	6.628411397957e-11	7.3689737474413e-11	8.1714487360786e-11	9.0390963446466e-11	9.9752174892133e-11	1.098315654149e-10	1.2066279291837e-10	1.322799482062e-10	1.4471724791784e-10	1.5800914392036e-10	1.7219028209264e-10	1.8729533784562e-10	2.0335909528377e-10	2.2041641310127e-10	2.3850208768265e-10	2.5765089018859e-10	2.7789756523486e-10	2.9927674800224e-10	3.2182293201583e-10	3.4557050197002e-10	3.7055366570904e-10	3.9680645818341e-10	4.2436271440799e-10	4.53256052981e-10	4.8351988037153e-10	5.1518736786885e-10	5.4829144002402e-10	5.8286477033389e-10	6.1893978460796e-10	6.5654866447973e-10	6.9572331058159e-10	7.3649536776262e-10	7.7889622803083e-10	8.2295702474717e-10	8.6870862412577e-10	9.1618164154418e-10	9.6540643491296e-10
