T_mu,σ,ω₀,n_B,P,ϵ
"(46.38655462184874, 460.1118481127528)",92.99729642655399,0.0009512479145639436,1.0803961152475822e-5,0.000501090076111317,0.0044699404566927205
"(47.39495798319327, 460.1118481127528)",92.99652079115107,0.0012262040407515827,1.3926822257994991e-5,0.0006599479288459329,0.005747947998617963
"(48.403361344537814, 460.1118481127528)",92.99556624032414,0.0015651913104023044,1.777692819082234e-5,0.0008602794311809579,0.0073190958524660035
"(49.41176470588235, 460.1118481127528)",92.99440183207804,0.001979539514266055,2.248295883201462e-5,0.0011106302569482162,0.00923404548229297
"(50.42016806722689, 460.1118481127528)",92.99299293206164,0.0024819283990146603,2.818892657454387e-5,0.0014208328717990244,0.011549226230729044
"(51.42857142857142, 460.1118481127528)",92.99130111336557,0.003086460599857664,3.5055004757635104e-5,0.0018021245652157572,0.014327098459421072
"(52.436974789915965, 460.1118481127528)",92.98928443592926,0.003808730867923529,4.325831269831411e-5,0.0022672678313994036,0.017636394370461266
"(53.445378151260506, 460.1118481127528)",92.98689650077091,0.004665891683933181,5.299366336910786e-5,0.0028306726430105825,0.021552339748014727
"(54.45378151260504, 460.1118481127528)",92.98408718548751,0.005676714629030249,6.447425797049236e-5,0.0035085199966598435,0.02615684999384178
"(55.46218487394958, 460.1118481127528)",92.98080215917257,0.006861647997543143,7.793234150623944e-5,0.004318886415126779,0.031538707263063244
"(56.470588235294116, 460.1118481127528)",92.9769828428195,0.008242870431469564,9.361981219553962e-5,0.0052818688588078585,0.03779371595045071
"(57.47899159663866, 460.1118481127528)",92.97256677358904,0.009844340533829921,0.00011180878247457779,0.006419709829800877,0.045024835709813874
"(58.48739495798319, 460.1118481127528)",92.96748683913115,0.011691843423631037,0.00013279211276108783,0.007756922202922033,0.05334230221437916
"(59.49579831932773, 460.1118481127528)",92.96167202168022,0.013813033154517642,0.00015688388885396195,0.009320413645880701,0.06286372239383142
"(60.50420168067227, 460.1118481127528)",92.95504734737321,0.016237472288675482,0.00018441987133273495,0.011139610211315314,0.07371415761630544
"(61.5126050420168, 460.1118481127528)",92.9475337051021,0.01899666879310776,0.0002157579171028273,0.01324657916597826,0.08602619481716171
"(62.52100840336135, 460.1118481127528)",92.93904798423587,0.022124110197976738,0.00025127836812108354,0.015676150673037768,0.0999400036739106
