T_mu,sigma,ω₀,n_B,P,e
"(17.0, 922.0023714014332)",69.56602472225264,14.87686380056876,0.18235451088743493,2.388767251997343,165.74252422196614
"(17.1, 922.0023714014332)",69.54388038279033,14.900771814203846,0.18264756553867995,2.4179339976308736,165.98355455973075
"(17.2, 922.0023714014332)",69.52172239717066,14.924728329544335,0.1829412147039921,2.447251738614212,166.22498204552525
"(17.3, 922.0023714014332)",69.49955164078007,14.948732569206273,0.18323544885451085,2.4767203509447286,166.4667980177203
"(17.4, 922.0023714014332)",69.47736897208429,14.972783768741031,0.18353025861994535,2.506339712336518,166.7089939591714
"(17.5, 922.0023714014332)",69.45517523288305,14.996881176456831,0.18382563478635935,2.5361097021860184,166.9515614952111
"(17.6, 922.0023714014332)",69.43297124857351,15.021024053234107,0.1841215682939281,2.5660302015900096,167.19449239156262
"(17.7, 922.0023714014332)",69.41075782836681,15.045211672370721,0.18441805023503677,2.5961010932754833,167.43777855265705
"(17.8, 922.0023714014332)",69.38853576557591,15.069443319380936,0.18471507185180802,2.626322261612676,167.68141201934046
"(17.9, 922.0023714014332)",69.36630583784914,15.093718291828958,0.1850126245340745,2.65669359257684,167.92538496704282
"(18.0, 922.0023714014332)",69.34406880740076,15.118035899164143,0.18531069981734558,2.6872149737358306,168.16968970391594
"(18.1, 922.0023714014332)",69.32182542128793,15.142395462526073,0.18560928938043358,2.717886294229628,168.41431866866498
"(18.2, 922.0023714014332)",69.29957641163082,15.166796314586088,0.1859083850434896,2.7487074447303663,168.6592644287778
"(18.3, 922.0023714014332)",69.277322495852,15.191237799375926,0.18620797876592857,2.779678317451027,168.9045196786028
"(18.4, 922.0023714014332)",69.2550643769369,15.215719272102925,0.18650806264414138,2.8107988061151485,169.15007723727024
"(18.5, 922.0023714014332)",69.23280274364942,15.24024009899378,0.18680862890959773,2.8420688059275374,169.3959300469719
"(18.6, 922.0023714014332)",69.21053827078535,15.264799657113914,0.18710966992661845,2.873488213563715,169.64207117091792
"(18.7, 922.0023714014332)",69.18827161939586,15.289397334205761,0.18741117819040154,2.905056927155273,169.8884937915315
"(18.8, 922.0023714014332)",69.16600343701853,15.314032528522578,0.1877131463249807,2.936774846252761,170.1351912086037
"(18.9, 922.0023714014332)",69.1437343579185,15.338704648655067,0.18801556708110584,2.9686418718368555,170.38215683732795
"(19.0, 922.0023714014332)",69.12146500328735,15.363413113385674,0.1883184333344451,3.0006579062710728,170.62938420669002
"(19.1, 922.0023714014332)",69.09919598149862,15.388157351506019,0.18862173808336355,3.0328228533075996,170.8768669574136
"(19.2, 922.0023714014332)",69.07692788830153,15.412936801674329,0.1889254744471624,3.0651366180473283,171.12459884037727
"(19.3, 922.0023714014332)",69.05466130707988,15.43775091223084,0.18922963566382103,3.0975991068271527,171.37257371464503
"(19.4, 922.0023714014332)",69.0323968090073,15.462599141079707,0.18953421508854942,3.1302102276395,171.62078554571235
"(19.5, 922.0023714014332)",69.0101349533227,15.48748095549396,0.1898392061914003,3.1629698894639366,171.86922840397278
"(19.6, 922.0023714014332)",68.98787628749356,15.51239583199221,0.19014460255575213,3.195878002793318,172.11789646279314
"(19.7, 922.0023714014332)",68.96562134744444,15.537343256173946,0.19045039787629425,3.2289344790490526,172.36678399724073
"(19.8, 922.0023714014332)",68.94337065779102,15.562322722550986,0.19075658595696157,3.262139231253469,172.61588538150644
"(19.9, 922.0023714014332)",68.9211247319545,15.587333734455727,0.19106316070979862,3.2954921735680838,172.86519508831935
"(20.0, 922.0023714014332)",68.89888407247554,15.612375803821939,0.191370116152297,3.3289932213771336,173.11470768640842
"(20.1, 922.0023714014332)",68.87664917111859,15.63744845109941,0.1916774464063238,3.362642291283481,173.36441783951818
"(20.2, 922.0023714014332)",68.85442050912081,15.662551205076646,0.19198514569595884,3.3964393010858998,173.61432030443777
"(20.3, 922.0023714014332)",68.83219855734943,15.687683602761787,0.19229320834604083,3.430384169765669,173.8644099296738
"(20.4, 922.0023714014332)",68.80998377651001,15.712845189231464,0.19260162878030287,3.4644768174744103,174.11468165374336
"(20.5, 922.0023714014332)",68.78777661732114,15.73803551750087,0.1929104015197894,3.498717165528005,174.36513050372045
"(20.6, 922.0023714014332)",68.76557752070914,15.763254148381602,0.19321952118110783,3.5331051363705996,174.61575159366026
"(20.7, 922.0023714014332)",68.74338691796736,15.788500650361886,0.19352898247496214,3.567640653575846,174.86654012324567
"(20.8, 922.0023714014332)",68.72120523096959,15.81377459945258,0.19383878020426923,3.602323641838462,175.11749137605895
"(20.9, 922.0023714014332)",68.69903287229963,15.839075579086812,0.19414890926292147,3.637154026948787,175.36860071846647
"(21.0, 922.0023714014332)",68.67687024543285,15.864403179986303,0.19445936463415425,3.6721317357802437,175.61986359812596
"(21.1, 922.0023714014332)",68.65471774494426,15.88975700001174,0.19477014138870727,3.7072566962899605,175.87127554229056
"(21.2, 922.0023714014332)",68.63257575662304,15.91513664407195,0.19508123468371608,3.7425288374865,176.12283215681921
"(21.3, 922.0023714014332)",68.61044465766847,15.940541723982033,0.19539263976096544,3.7779480894353186,176.37452912456078
"(21.4, 922.0023714014332)",68.5883248168257,15.96597185835963,0.19570435194563013,3.8135143832211598,176.6263622042305
"(21.5, 922.0023714014332)",68.56621659457598,15.991426672487064,0.19601636664457256,3.84922765098082,176.87832722880785
"(21.6, 922.0023714014332)",68.54412034326383,16.01690579821341,0.19632867934514794,3.8850878258399733,177.130420104498
"(21.7, 922.0023714014332)",68.52203640723363,16.04240887385066,0.19664128561393568,3.9210948419340217,177.3826368095412
"(21.8, 922.0023714014332)",68.49996512304963,16.067935544017857,0.19695418109481988,3.95724863438563,177.6349733924656
"(21.9, 922.0023714014332)",68.47790681955613,16.093485459585793,0.19726736150831703,3.9935491392907,177.8874259714814
"(22.0, 922.0023714014332)",68.45586181808443,16.119058277529614,0.1975808226497704,4.029996293717626,178.13999073281667
"(22.1, 922.0023714014332)",68.43383043255952,16.144653660844693,0.19789456038831268,4.066590035683339,178.39266392978507
"(22.2, 922.0023714014332)",68.41181296965969,16.170271278429595,0.19820857066543404,4.103330304152809,178.6454418814659
"(22.3, 922.0023714014332)",68.3898097289597,16.19591080497878,0.19852284949368817,4.140217039025644,178.89832097152467
"(22.4, 922.0023714014332)",68.36782100301697,16.221571920913213,0.19883739295579148,4.177250181117467,179.1512976474009
"(22.5, 922.0023714014332)",68.345847077567,16.247254312239995,0.1991521972029498,4.2144296721647585,179.40436841876084
"(22.6, 922.0023714014332)",68.32388823160977,16.272957670482704,0.19946725845398494,4.2517554547994125,179.65752985671728
"(22.7, 922.0023714014332)",68.30194473756863,16.298681692565403,0.1997825729939188,4.2892274725473705,179.91077859252567
"(22.8, 922.0023714014332)",68.28001686137813,16.324426080741844,0.20009813717309974,4.326845669818567,180.16411131678862
"(22.9, 922.0023714014332)",68.25810486263356,16.350190542486047,0.20041394740586374,4.364609991895263,180.41752477823323
"(23.0, 922.0023714014332)",68.23620899471415,16.375974790399596,0.2007300001693991,4.402520384921124,180.6710157826749
"(23.1, 922.0023714014332)",68.21432950486883,16.401778542142644,0.20104629200289426,4.440576795894143,180.92458119223937
"(23.2, 922.0023714014332)",68.19246663437872,16.42760152031686,0.20136281950611823,4.478779172656834,181.17821792406292
"(23.3, 922.0023714014332)",68.17062061863082,16.453443452404496,0.2016795793386633,4.5171274638873005,181.43192294960372
"(23.4, 922.0023714014332)",68.14879168724491,16.479304070674267,0.2019965682187821,4.555621619091784,181.68569329357666
"(23.5, 922.0023714014332)",68.1269800641967,16.505183112089522,0.20231378292228155,4.594261588589397,181.93952603294898
"(23.6, 922.0023714014332)",68.10518596788914,16.5310803182492,0.20263122028178965,4.633047323515973,182.19341829626026
"(23.7, 922.0023714014332)",68.08340961130075,16.55699543528116,0.2029488771854421,4.671978775801101,182.44736726243474
"(23.8, 922.0023714014332)",68.06165120206143,16.58292821378036,0.2032667505761365,4.711055898168377,182.7013701600931
"(23.9, 922.0023714014332)",68.03991094255669,16.608878408730103,0.20358483745055422,4.75027864413081,182.95542426665546
"(24.0, 922.0023714014332)",68.01818903002659,16.634845779426303,0.2039031348582498,4.789646967969719,183.20952690752281
"(24.1, 922.0023714014332)",67.99648565667763,16.660830089394313,0.20422163990060713,4.829160824740077,183.4636754551092
"(24.2, 922.0023714014332)",67.97480100976365,16.686831106324863,0.20454034973008003,4.868820170254862,183.7178673281574
"(24.3, 922.0023714014332)",67.95313527168342,16.712848602000086,0.20485926154926135,4.908624961080971,183.97209999088443
"(24.4, 922.0023714014332)",67.93148862005663,16.738882352232917,0.20517837261016178,4.948575154531889,184.22637095232415
"(24.5, 922.0023714014332)",67.90986122785947,16.76493213676993,0.20549768021300524,4.988670708653169,184.480677765231
