T_mu,sigma,omega,n_B,P,epsilon
"(100.6060606060606, 953.020134228188)",51.637255905480515,44.20065088947941,0.4421125013998929,85.27208677406816,336.0700286540177
"(101.81818181818183, 953.020134228188)",51.460952011920675,44.59963032969254,0.4461032525488022,87.21618397817582,337.9291976455149
"(103.03030303030303, 953.020134228188)",51.28420242828745,45.001006148679,0.4501179732319647,89.1891613539019,339.78232991414507
"(104.24242424242425, 953.020134228188)",51.1070642378655,45.40472802242689,0.4541561600884967,91.19120936883361,341.62875527926394
"(105.45454545454545, 953.020134228188)",50.92959345305747,45.810745675130704,0.458217310239836,93.22251482209742,343.4678076883503
"(106.66666666666666, 953.020134228188)",50.75184485056316,46.21900897658637,0.46230092226839764,95.28326091936812,345.29882607467533
"(107.87878787878788, 953.020134228188)",50.57387181375752,46.62946803678422,0.46640649714045046,97.37362736853315,347.12115514115794
"(109.0909090909091, 953.020134228188)",50.395726184217686,47.042073294218696,0.47053353913605844,99.49379049665238,348.93414612965836
"(110.30303030303031, 953.020134228188)",50.21745811932088,47.45677560293416,0.47468155667320205,101.64392338686406,350.7371574694762
"(111.51515151515152, 953.020134228188)",50.039115958977895,47.87352631261074,0.4788500631319814,103.82419603586999,352.5295554053472
"(112.72727272727273, 953.020134228188)",49.86074609915762,48.292277344926404,0.48303857761390245,106.03477553144347,354.3107145435509
"(113.93939393939394, 953.020134228188)",49.682392873083046,48.7129812646896,0.4872466256532925,108.27582624982297,356.0800183325095
"(115.15151515151514, 953.020134228188)",49.504098439433555,49.13559134592445,0.49147373987835513,110.5475100727824,357.8368594757171
"(116.36363636363637, 953.020134228188)",49.32590267736294,49.56006163276444,0.4957194606201966,112.84998662419838,359.58064027558635
"(117.57575757575758, 953.020134228188)",49.14784308799261,49.98634699509177,0.4999833364694448,115.1834135259375,361.31077290803006
"(118.7878787878788, 953.020134228188)",48.96995470201623,50.414403178902404,0.5042649247799297,117.54794667289785,363.0266796274379
"(120.0, 953.020134228188)",48.79226999303488,50.84418685137926,0.5085637921199042,119.94374052707678,364.72779290263065
"(0.0, 963.0872483221476)",59.427671131343104,26.00446987231167,0.26010705705608383,8.698461022811108,241.80732882650452
"(1.2121212121212122, 963.0872483221476)",59.427262323829424,26.007055691675784,0.2601329164096396,8.713355850364605,241.81733881261042
"(2.4242424242424243, 963.0872483221476)",59.42600998289491,26.014838378790504,0.26021076680758276,8.758015716911324,241.84765567159957
"(3.6363636363636367, 963.0872483221476)",59.42384282378512,26.027891176236377,0.2603413179135292,8.832365571033503,241.89903792286876
"(4.848484848484849, 963.0872483221476)",59.42063534109513,26.04634369045552,0.26052589547318933,8.936277205125892,241.9728905828115
"(6.0606060606060606, 963.0872483221476)",59.416192243334066,26.07039790777403,0.26076650173553423,9.069563294287335,242.07132931678083
"(7.272727272727273, 963.0872483221476)",59.41023120453114,26.10034845344121,0.2610660813057003,9.231966701116706,242.19744717383625
"(8.484848484848484, 963.0872483221476)",59.40238299832028,26.136582624903525,0.26142849641624555,9.423150627639854,242.3553006188785
"(9.696969696969697, 963.0872483221476)",59.392214650420456,26.179549834250807,0.26185827208725454,9.642696974644421,242.5496657402618
"(10.90909090909091, 963.0872483221476)",59.379275739301725,26.22970938589094,0.2623599945897568,9.890115167231599,242.78545009203077
"(12.121212121212121, 963.0872483221476)",59.363145091731134,26.28748003762297,0.2629378411759425,10.164859665446363,243.06722227245797
"(13.333333333333332, 963.0872483221476)",59.343457972668034,26.35320804912995,0.26359528118954556,10.466350177925131,243.39890385361707
"(14.545454545454547, 963.0872483221476)",59.3199230834391,26.427149725622257,0.26433487148301826,10.793990924669451,243.78355308749912
"(15.75757575757576, 963.0872483221476)",59.29233401594839,26.50946443326577,0.265158216497892,11.147186469347963,244.22331062761515
"(16.96969696969697, 963.0872483221476)",59.25765227936981,26.604514057628673,0.26610893780630096,11.525357297830025,244.7607673679699
"(18.181818181818183, 963.0872483221476)",59.22454486889403,26.699412375596914,0.2670581487430097,11.927935195183077,245.27236241972895
"(19.393939393939394, 963.0872483221476)",59.18429554504937,26.806952345282493,0.26813380625866773,12.354396731093003,245.88185292071117
"(20.606060606060606, 963.0872483221476)",59.139870227671004,26.922704926634008,0.2692916096616732,12.804239553072692,246.54707579223003
"(21.81818181818182, 963.0872483221476)",59.09136883329239,27.04648786665031,0.2705297359492791,13.276998278094114,247.26674070661426
"(23.030303030303028, 963.0872483221476)",59.03892539492088,27.17808461214201,0.27184601894964416,13.772242259911046,248.03919209763217
"(24.242424242424242, 963.0872483221476)",58.9826953774786,27.31725565542263,0.27323806701326525,14.289575417615843,248.86252267905235
"(25.454545454545457, 963.0872483221476)",58.922850272748235,27.463746270207093,0.2747033160672675,14.828636115853213,249.73462466034064
"(26.666666666666664, 963.0872483221476)",58.85957065285166,27.617293603063658,0.2762391620423317,15.389094989278574,250.65331946088645
"(27.87878787878788, 963.0872483221476)",58.79303467265814,27.77763538762425,0.27784296833429534,15.970654686036712,251.61636515269737
"(29.090909090909093, 963.0872483221476)",58.72342565285151,27.94450961977892,0.27951209935150034,16.573047938535733,252.6214906986475
"(30.303030303030305, 963.0872483221476)",58.65091266818167,28.11766493574609,0.281244082681206,17.19603539530134,253.66655430102787
"(31.51515151515152, 963.0872483221476)",58.57565854574826,28.296859270630836,0.2830364483118483,17.839410929893223,254.74938324963856
"(32.72727272727273, 963.0872483221476)",58.49781675749905,28.48186238771897,0.2848869110157971,18.502986620459104,255.86796459274146
"(33.93939393939394, 963.0872483221476)",58.41751755206482,28.672461940309383,0.28679340104121614,19.18660244071586,257.02046500501916
"(35.15151515151515, 963.0872483221476)",58.33489040526485,28.86845610589205,0.28875378400052576,19.89013422284629,258.2049530528278
"(36.36363636363637, 963.0872483221476)",58.25003746574974,29.06966338077218,0.29076634225394327,20.613462006609737,259.41989445943625
"(37.57575757575758, 963.0872483221476)",58.163632443764016,29.275082020076397,0.2928210214131418,21.35650184867014,260.6556899149933
"(38.78787878787879, 963.0872483221476)",58.07401751778954,29.4870594917864,0.294941313414761,22.11918666094515,261.93503129219715
"(40.0, 963.0872483221476)",57.98299097438541,29.702960006537943,0.2971008285784227,22.90147180908903,263.2325476607341
"(41.21212121212121, 963.0872483221476)",57.89002810046753,29.92349309150071,0.2993066802452869,23.703332065490958,264.55511501637926
"(42.42424242424242, 963.0872483221476)",57.79516502460646,30.148552689196197,0.3015578228038135,24.524761841324096,265.9017319328184
"(43.63636363636364, 963.0872483221476)",57.69843702952391,30.378033135704754,0.303853172051701,25.365773633730285,267.27134173149847
"(44.84848484848485, 963.0872483221476)",57.59985910428561,30.61185683400174,0.3061919752490198,26.226397455678423,268.6631894452232
"(46.060606060606055, 963.0872483221476)",57.4994444532078,30.849945564189618,0.30857342531240745,27.106680397227613,270.07645069223867
"(47.27272727272727, 963.0872483221476)",57.39719754486499,31.09223299182836,0.3109968883404539,28.006686684398492,271.5104507441594
"(48.484848484848484, 963.0872483221476)",57.29311929877576,31.33866059083746,0.31346175023584993,28.92649384447095,272.9645206444181
"(49.696969696969695, 963.0872483221476)",57.187203777344884,31.589177360905918,0.3159675241038844,29.866196261787298,274.4380970865846
"(50.909090909090914, 963.0872483221476)",57.07944077775137,31.843738948979553,0.318513755273766,30.825900962064146,275.9306351573011
"(52.121212121212125, 963.0872483221476)",56.96982019471654,32.102306373940245,0.3211000444178364,31.805728108803464,277.44163010568997
"(53.33333333333333, 963.0872483221476)",56.85832975759075,32.36484221990466,0.32372603459362814,32.80581090474353,278.9706049622742
"(54.54545454545455, 963.0872483221476)",56.744955212645415,32.63131786590667,0.3263914302292945,33.82629338292717,280.5171310325343
"(55.75757575757576, 963.0872483221476)",56.62968191491923,32.90170460721277,0.3290959397546593,34.86733139146646,282.0807716608396
"(56.96969696969697, 963.0872483221476)",56.512496324242356,33.17597697415361,0.33183932618393674,35.929089910079675,283.6611336294836
"(58.18181818181819, 963.0872483221476)",56.39338821503511,33.4541108323154,0.334621333341051,37.01174447679427,285.2577946805267
"(59.3939393939394, 963.0872483221476)",56.27234631036234,33.73608414428487,0.3374417358734585,38.115478593030325,286.87035427838777
"(60.60606060606061, 963.0872483221476)",56.14936165524666,34.02187570872186,0.34030032623995704,39.240484116914416,288.49842068465495
"(61.81818181818181, 963.0872483221476)",56.02442702329616,34.3114646585617,0.34319692505724925,40.38696143459772,290.14162075141076
"(63.03030303030304, 963.0872483221476)",55.89754215047491,34.604829897961345,0.3461312756708831,41.55511559603518,291.7995022480703
"(64.24242424242425, 963.0872483221476)",55.76870495002574,34.901950807246855,0.34910320401452655,42.745159703637896,293.47168443115777
"(65.45454545454545, 963.0872483221476)",55.63791878827964,35.20280600771901,0.352112478359138,43.957311552929426,295.15772632986454
"(66.66666666666667, 963.0872483221476)",55.505191469690914,35.50737334147815,0.35515887874183716,45.19179355734574,296.85719368730946
"(67.87878787878788, 963.0872483221476)",55.37053064290863,35.81563004901032,0.3582421857037489,46.44883363059315,298.5696472317422
"(69.0909090909091, 963.0872483221476)",55.23395164435662,36.12755197509348,0.36136215438972547,47.72866233538455,300.2946205835792
"(70.3030303030303, 963.0872483221476)",55.095471069535854,36.44311389155785,0.3645185254227515,49.03151406985491,302.0316295419896
"(71.51515151515152, 963.0872483221476)",54.95510980522091,36.76228928785317,0.3677110464580415,50.357625843104,303.7801940678285
"(72.72727272727273, 963.0872483221476)",54.81289138163361,37.08505012979053,0.37093943049668154,51.70723734872606,305.5397980625075
"(73.93939393939394, 963.0872483221476)",54.668844355680626,37.41136700275515,0.3742033817632235,53.08058917012573,307.30991608505934
"(75.15151515151516, 963.0872483221476)",54.52300049284844,37.7412085964379,0.37750258603241077,54.47792335244342,309.0900034640059
"(76.36363636363636, 963.0872483221476)",54.375392898976365,38.07454254874224,0.38083672760094733,55.899482252839164,310.87951379236847
"(77.57575757575758, 963.0872483221476)",54.22606097104104,38.41133442050733,0.38420545901155734,57.345510808202235,312.6778675015862
"(78.78787878787878, 963.0872483221476)",54.07504505004952,38.751548374350214,0.38760840938160995,58.81625205825585,314.4844643596034
"(80.0, 963.0872483221476)",53.922388751474905,39.09514698158033,0.39104521939888137,60.31194796206351,316.29871635833564
"(81.21212121212122, 963.0872483221476)",53.768138851408956,39.44209120449808,0.3945154935945502,61.83284112390627,318.1200000225229
"(82.42424242424242, 963.0872483221476)",53.61234453152645,39.79234049208799,0.3980188263638431,63.379172502201875,319.94768376096243
"(83.63636363636364, 963.0872483221476)",53.45505736026406,40.145852816816266,0.4015547973276761,64.9511815767854,321.78112323208387
"(84.84848484848484, 963.0872483221476)",53.29633109419245,40.50258473372639,0.40512297193468383,66.54910604199667,323.6196622306686
"(86.06060606060606, 963.0872483221476)",53.13622147221287,40.86249144883245,0.40872290213710166,68.17318152124209,325.46263362422155
"(87.27272727272728, 963.0872483221476)",52.97478600456891,41.22552689486833,0.4123541271510659,69.82364130321676,327.3093603489843
"(88.48484848484848, 963.0872483221476)",52.8120837578619,41.59164381385983,0.41601617428346543,71.50071609991255,329.15915644825714
"(89.6969696969697, 963.0872483221476)",52.64817513749729,41.9607938455689,0.41970855981682603,73.20463382659004,331.0113281446484
"(90.9090909090909, 963.0872483221476)",52.48312166879133,42.33292762098654,0.4234307899422751,74.93561940377977,332.86517493659926
"(92.12121212121211, 963.0872483221476)",52.31698577803851,42.70799485982962,0.42718236173638074,76.69389458140554,334.71999071504166
"(93.33333333333333, 963.0872483221476)",52.149830574591526,43.085944471392025,0.4309627641698222,78.47967778506474,336.575064888556
"(94.54545454545455, 963.0872483221476)",51.98171963502186,43.46672465792919,0.4347714791404421,80.29318398448827,338.42968350983017
"(95.75757575757576, 963.0872483221476)",51.8127167903501,43.85028301972192,0.4386079825253635,82.13462458415782,340.2831303983231
"(96.96969696969697, 963.0872483221476)",51.642885917199266,44.23656666117993,0.44247174524256194,84.00420733601946,342.1346882499378
"(98.18181818181819, 963.0872483221476)",51.47229073362933,44.625522297339586,0.4463622343139654,85.90213627422649,343.9836397261361
"(99.39393939393939, 963.0872483221476)",51.30099460043988,45.017096359887674,0.450278913928102,87.828611671804,345.82926852069687
"(100.6060606060606, 963.0872483221476)",51.12906032846577,45.4112351023004,0.454221246491177,89.78383001907935,347.67086039356434
"(101.81818181818183, 963.0872483221476)",50.95654999240275,45.80788470344614,0.458188693662471,91.76798402373356,349.5077041679751
"(103.03030303030303, 963.0872483221476)",50.7835247516067,46.206991369036494,0.4621807173701682,93.78126263225276,351.3390926873387
"(104.24242424242425, 963.0872483221476)",50.61004467824928,46.60850143053713,0.46619678080034616,95.82385107278091,353.1643237248679
"(105.45454545454545, 963.0872483221476)",50.43616859288644,47.012361441022854,0.47023634935551717,97.89593091866773,354.98270084318943
"(106.66666666666666, 963.0872483221476)",50.26195390790106,47.41851826757597,0.4742988915790928,99.99768017315641,356.79353419999666
"(107.87878787878788, 963.0872483221476)",50.08745647856891,47.826919179861285,0.47838388004128884,102.12927337420234,358.59614129643484
