T_mu,σ,ω₀,n_B,P,ϵ
"(10.08403361344538, 494.03830935295304)",93.00000000000774,1.877985393668567e-19,2.132954052630731e-21,7.943778454913594e-12,-7.94377740115258e-12
"(11.092436974789916, 494.03830935295304)",92.99999999999402,0.0,1.3616416117652593e-19,7.943778454913594e-12,-7.943711184601612e-12
"(12.100840336134453, 494.03830935295304)",92.99999999999402,0.0,4.399288098971216e-18,7.943778454913594e-12,-7.941605038058822e-12
"(13.109243697478991, 494.03830935295304)",92.99999999999402,0.0,8.410303607223857e-17,7.943778454913594e-12,-7.902228333161015e-12
"(14.117647058823529, 494.03830935295304)",92.99999999999402,0.0,1.0638608218127623e-15,7.943778454913594e-12,-7.418190453118373e-12
"(15.126050420168067, 494.03830935295304)",92.99999999999402,0.0,9.665705915159272e-15,8.067899993271618e-12,-3.2926709842434942e-12
"(16.134453781512605, 494.03830935295304)",92.99999999999143,5.906394646538903e-12,6.708288807946124e-14,9.060872300135818e-12,2.4080644313154582e-11
"(17.142857142857142, 494.03830935295304)",92.99999999990061,3.2825529808881544e-11,3.72821572902823e-13,1.0302087683716067e-11,1.7388605188350335e-10
"(18.15126050420168, 494.03830935295304)",92.99999999953532,1.515514704908538e-10,1.7212717641823163e-12,3.922240612113587e-11,8.111517861924705e-10
"(19.159663865546218, 494.03830935295304)",92.9999999982344,5.983734155471787e-10,6.796128478851787e-12,1.381472721924817e-10,3.2194005516449116e-9
"(20.16806722689076, 494.03830935295304)",92.99999999387795,2.067964464984477e-9,2.3487260343820015e-11,4.815915688291367e-10,1.1122014822764363e-8
"(21.176470588235297, 494.03830935295304)",92.99999998115334,6.374610799114885e-9,7.240073316747256e-11,1.5410930202532371e-9,3.4227642789719176e-8
"(22.18487394957983, 494.03830935295304)",92.99999994748077,1.779939452010438e-8,2.0215966963386079e-10,4.4967992131728845e-9,9.537782219209122e-8
"(23.19327731092437, 494.03830935295304)",92.999999865671,4.5597349850208226e-8,5.178797049227004e-10,1.2019309166899341e-8,2.438331047013178e-7
"(24.201680672268907, 494.03830935295304)",92.99999968137857,1.0831288808698776e-7,1.2301821642311338e-9,2.9776508809013458e-8,5.779806078038928e-7
"(25.210084033613445, 494.03830935295304)",92.9999992930254,2.4072142499948694e-7,2.734034783969771e-9,6.893313051481958e-8,1.2817847918697723e-6
"(26.218487394957982, 494.03830935295304)",92.99999852104774,5.043556012086367e-7,5.7283050613371105e-9,1.5019140566705267e-7,2.6798107422938975e-6
"(27.22689075630252, 494.03830935295304)",92.99999706446144,1.002663156648447e-6,1.1387918407711282e-8,3.1005758876295995e-7,5.316010368432094e-6
"(28.235294117647058, 494.03830935295304)",92.99999444050718,1.90186384780393e-6,2.1600744155956213e-8,6.09911269979045e-7,1.0061683853595244e-5
"(29.243697478991596, 494.03830935295304)",92.99998990593289,3.4585167700949165e-6,3.928069614250866e-8,1.1487167860358515e-6,1.8257451926416193e-5
"(30.252100840336134, 494.03830935295304)",92.9999823562877,6.0546782291253655e-6,6.876704424743306e-8,2.0803477321573615e-6,3.1893206547044185e-5
"(31.260504201680675, 494.03830935295304)",92.99997020268778,1.0241333225997091e-5,1.1631769492125815e-7,3.636146175789104e-6,5.382925117094185e-5
"(32.26890756302521, 494.03830935295304)",92.99995122375971,1.6790536116357878e-5,1.9070138764654886e-7,6.153714633364914e-6,8.806007651079822e-5
"(33.27731092436975, 494.03830935295304)",92.99992239408206,2.675641703403458e-5,3.0389058583217727e-7,1.0112608583998703e-5,0.00014002098266880863
"(34.285714285714285, 494.03830935295304)",92.99987968827259,4.154492024456219e-5,4.7185354210244627e-7,1.6177703045528293e-5,0.0002169360231569667
"(35.294117647058826, 494.03830935295304)",92.99981786335084,6.299185760644104e-5,7.154408038388992e-7,2.5250548605740277e-5,0.0003282046165649472
"(36.30252100840336, 494.03830935295304)",92.99973022105753,9.34486010519304e-5,1.0613584802010594e-6,3.852930487250313e-5,0.000485822444303448
"(37.3109243697479, 494.03830935295304)",92.99960835324657,0.00013587451515829376,1.543218060871788e-6,5.757744397943602e-5,0.0007048313977766047
"(38.319327731092436, 494.03830935295304)",92.99944187364679,0.00019393505323784987,2.202650559186548e-6,8.440114855709664e-5,0.0010037926097987621
"(39.32773109243698, 494.03830935295304)",92.99921813979482,0.0002721043128252049,3.0904713036417067e-6,0.00012153545927965084,0.0014052757586753147
"(40.33613445378152, 494.03830935295304)",92.99892196929211,0.00037577077037342525,4.267880837786802e-6,0.000172138862055543,0.0019363577715645135
"(41.34453781512605, 494.03830935295304)",92.99853535430822,0.0005113448888452084,5.807687091880199e-6,0.00024009593591911043,0.002629123976204351
"(42.352941176470594, 494.03830935295304)",92.9980371787738,0.0006863673118254868,7.795534216012073e-6,0.0003301275594273976,0.0035211649851543056
"(43.36134453781513, 494.03830935295304)",92.99740294191386,0.0009096164183393677,1.0331124152389417e-5,0.00044790804825191533,0.004656063061710013
"(44.36974789915966, 494.03830935295304)",92.9966044924603,0.0011912141070573807,1.35294180975308e-5,0.0006001886445660042,0.006083862198867358
"(45.3781512605042, 494.03830935295304)",92.99560977688809,0.0015427288000667261,1.752180638522461e-5,0.0007949264713794095,0.007861517131986734
"(46.38655462184874, 494.03830935295304)",92.99438260514717,0.001977274797534698,2.2457236924125354e-5,0.001041418334811903,0.010053317027921699
"(47.39495798319327, 494.03830935295304)",92.99288243701633,0.0025096072684556484,2.850329407147065e-5,0.001350438567515948,0.012731280646543462
"(48.403361344537814, 494.03830935295304)",92.99106419224024,0.0031562123225715717,3.584722164021324e-5,0.0017343800724491125,0.01597552070168243
"(49.41176470588235, 494.03830935295304)",92.98887808634974,0.00393539176905739,4.4696885560468346e-5,0.002207397852304407,0.019874575923331795
"(50.42016806722689, 494.03830935295304)",92.98626949539825,0.004867342322286891,5.5281673472361715e-5,0.0027855545056463993,0.024525709994841174
"(51.42857142857142, 494.03830935295304)",92.9831788509771,0.0059742291611163375,6.785333018834215e-5,0.0034869666399331306,0.03003517789028312
"(52.436974789915965, 494.03830935295304)",92.97954156790809,0.007280253880062888,8.268672946028219e-5,0.004331952078047031,0.036518459950435796
"(53.445378151260506, 494.03830935295304)",92.9752880060358,0.008811716987064918,0.00010008058380837364,0.00534317686399718,0.04410046555974826
"(54.45378151260504, 494.03830935295304)",92.97034346797933,0.010597075199245342,0.00012035809526776239,0.0065458020372590265,0.052915707865767964
"(55.46218487394958, 494.03830935295304)",92.96462823386166,0.012666993860731914,0.00014386755073274434,0.007967629333090427,0.06310845220166479
"(56.470588235294116, 494.03830935295304)",92.95805763446909,0.015054394893000856,0.00017098286656110138,0.009639245949826096,0.074832840374342
"(57.47899159663866, 494.03830935295304)",92.95054216369132,0.017794500628236377,0.00020210408641886736,0.011594167703957372,0.08825299346374298
"(58.48739495798319, 494.03830935295304)",92.9419876311964,0.02092487403556199,0.00023765783815683805,0.013868980602662397,0.1035430959648196
"(59.49579831932773, 494.03830935295304)",92.9322953551431,0.024485455694665544,0.0002780977537446781,0.016503480647356107,0.12088746344751852
"(60.50420168067227, 494.03830935295304)",92.92136239645576,0.02851859791710785,0.00032390485680944774,0.019540811674258102,0.1404805961750918
"(61.5126050420168, 494.03830935295304)",92.90908183266491,0.033069096341809656,0.0003755879214870329,0.023027601376207633,0.16252722036863576
"(62.52100840336135, 494.03830935295304)",92.89534307173756,0.038184219256041305,0.00043368380544036927,0.027014095105681916,0.18724231892783313
"(63.529411764705884, 494.03830935295304)",92.88003220461391,0.04391373482871782,0.0004987577591649521,0.0315542879263355,0.21485115218818476
"(64.53781512605042, 494.03830935295304)",92.86303239347518,0.05030993619175865,0.0005714037108573229,0.0367060543636986,0.24558926890625685
"(65.54621848739495, 494.03830935295304)",92.84422429464676,0.05742766463300927,0.0006522445298300109,0.04253127637361429,0.279702508428316
"(66.5546218487395, 494.03830935295304)",92.82348651149952,0.0653243303244736,0.0007419322619373069,0.04909596903292139,0.31744699130899795
"(67.56302521008404, 494.03830935295304)",92.80069607395079,0.07405993055193255,0.0008411483366210516,0.056470404257473655,0.3590890978818393
"(68.57142857142857, 494.03830935295304)",92.77572893958111,0.08369706516628958,0.0009506037424019099,0.06472923234641852,0.4049054334144111
"(69.57983193277312, 494.03830935295304)",92.74846051062495,0.09430094815251153,0.0010710391582753466,0.07395160098099136,0.45518277402417073
"(70.58823529411765, 494.03830935295304)",92.7187661603679,0.10593941547697167,0.0012032250428397875,0.08422127207811715,0.510217993857586
"(71.59663865546219, 494.03830935295304)",92.68652176279271,0.118682927924973,0.001347961666523621,0.09562673578325889,0.5703179670186598
"(72.60504201680672, 494.03830935295304)",92.65160421713621,0.13260456838670168,0.001506079080760296,0.10826132156515234,0.6357994412455139
"(73.61344537815127, 494.03830935295304)",92.61389196056561,0.14778003273198012,0.0016784370143466908,0.12222330609914406,0.7069888788241132
"(74.6218487394958, 494.03830935295304)",92.57326546094514,0.16428761344573872,0.0018659246875801793,0.13761601763106335,0.7842222604009855
"(75.63025210084034, 494.03830935295304)",92.52960768218237,0.18220817520640226,0.002069460534885994,0.15454793617582346,0.867844847751911
"(76.63865546218487, 494.03830935295304)",92.4828045151725,0.2016251216286061,0.002289991827091887,0.17313278955112482,0.9582109011374311
"(77.64705882352942, 494.03830935295304)",92.43274516747952,0.22262435246956266,0.002528494185392175,0.1934896443119969,1.0556833482479253
"(78.65546218487395, 494.03830935295304)",92.37932250614757,0.24529421068994017,0.0027859709800825685,0.21574299146069242,1.1606334014456894
"(79.66386554621849, 494.03830935295304)",92.32243334897386,0.26972541888108564,0.0030634526085215187,0.24002282628935642,1.2734401212075084
"(80.67226890756304, 494.03830935295304)",92.26197870024374,0.296011004722383,0.0033619956484992903,0.26646472177358826,1.394489924462986
"(81.68067226890757, 494.03830935295304)",92.19786392880852,0.3242462152781598,0.0036826818848505727,0.2952098953022908,1.5241760369740327
"(82.6890756302521, 494.03830935295304)",92.12999888692586,0.3545284201296391,0.004026617209258938,0.3264052679643231,1.6628978905094687
"(83.69747899159664, 494.03830935295304)",92.05829797043916,0.3869570034921304,0.0043949303949593925,0.36020351622389657,1.8110604658257479
"(84.70588235294119, 494.03830935295304)",91.98268012108416,0.4216332456696704,0.004788771750339167,0.39676311553291127,1.9690735838818327
"(85.71428571428572, 494.03830935295304)",91.90306877356488,0.4586601943548938,0.005209311657204025,0.4362483754727428,2.1373511485449637
"(86.72268907563026, 494.03830935295304)",91.81939175068773,0.49814252645553037,0.005657739001449032,0.47882946631227924,2.3163103447238655
"(87.73109243697479, 494.03830935295304)",91.73158111066391,0.5401864012835376,0.006135259505628832,0.5246824367546948,2.5063707968478073
"(88.73949579831933, 494.03830935295304)",91.63957295133582,0.5848993060824423,0.006643093974508339,0.5739892226954657,2.707953693343423
"(89.74789915966386, 494.03830935295304)",91.54330717650313,0.6323898949922825,0.007182476466079205,0.6269376470992409,2.921480883169902
"(90.7563025210084, 494.03830935295304)",91.44272722985377,0.6827678226525633,0.007754652401676985,0.6837214109832823,3.147373951161032
"(91.76470588235293, 494.03830935295304)",91.33777980175923,0.7361435737436454,0.008360876629968587,0.744540075629482,3.3860532793488147
"(92.77310924369748, 494.03830935295304)",91.22841451457447,0.7926282898129539,0.009002411460100296,0.8095990363788306,3.63793710146877
"(93.78151260504201, 494.03830935295304)",91.11458359145414,0.8523335947957851,0.009680524680025606,0.8791094881612522,3.903440558408136
"(94.78991596638654, 494.03830935295304)",90.99624151365737,0.9153714206568772,0.010396487576180787,0.9532883832963918,4.182974762048944
"(95.7983193277311, 494.03830935295304)",90.87334467061537,0.9818538345934804,0.011151572970949116,1.0323583820108257,4.476945875182963
"(96.80672268907563, 494.03830935295304)",90.74585100717925,1.0518928692103875,0.011947053293810643,1.116547796120521,4.785754214903317
"(97.81512605042016, 494.03830935295304)",90.61371967110696,1.1256003570797328,0.012784198702343588,1.2060905266423843,5.1097933866956575
"(98.8235294117647, 494.03830935295304)",90.4769106645559,1.2030877709911123,0.013664275267834257,1.3012259958901,5.449449455964105
"(99.83193277310924, 494.03830935295304)",90.33538450172948,1.2844660711969997,0.014588543240341057,1.4021990748388253,5.805100163541722
"(100.84033613445378, 494.03830935295304)",90.18910187557739,1.3698455607953253,0.015558255406177229,1.5092600065121653,6.177114190837075
"(101.84873949579831, 494.03830935295304)",90.03802333517426,1.4593357503501465,0.01657465555031658,1.6226643261931228,6.56585047999282
"(102.85714285714285, 494.03830935295304)",89.8821089759286,1.553045232666166,0.017638977034124457,1.742672779302311,6.971657613352101
"(103.8655462184874, 494.03830935295304)",89.72131814414466,1.651081568518319,0.01875244149751107,1.8695512377750376,7.39487325589549
"(104.87394957983193, 494.03830935295304)",89.5556091573863,1.7535511839716382,0.019916257692724967,2.0035706159010696,7.83582366325052
"(105.88235294117646, 494.03830935295304)",89.38493904250063,1.8605592796978814,0.021131620454400816,2.1450067863088726,8.294823256871588
"(106.89075630252101, 494.03830935295304)",89.20926329259642,1.972209752543459,0.022399709808753616,2.2941404971105133,8.772174266802882
"(107.89915966386555, 494.03830935295304)",89.02853564500202,2.088605129316737,0.023721690221556853,2.451257290976649,9.268166441075776
"(108.90756302521008, 494.03830935295304)",88.84270788224558,2.2098465125242686,0.025098709981832383,2.6166474268694597,9.783076819495097
"(109.91596638655462, 494.03830935295304)",88.65172965827357,2.3360335375217187,0.02653190071518498,2.790605805322349,10.317169567928044
"(110.92436974789916, 494.03830935295304)",88.45554835292008,2.4672643401934957,0.02802237701671765,2.9734318977830143,10.870695867607221
"(111.9327731092437, 494.03830935295304)",88.25410895776395,2.6036355339784425,0.029571236190097418,3.1654296807504627,11.443893852082125
"(112.94117647058823, 494.03830935295304)",88.04735399744177,2.7452421946492795,0.03117955807468542,3.3669075751264965,12.036988582463303
"(113.94957983193277, 494.03830935295304)",87.83522349094736,2.892177850874937,0.032848404938346266,3.5781783912559373,12.650192049425845
"(114.95798319327731, 494.03830935295304)",87.61765495828568,3.0445344781477157,0.0345788214084755,3.7995592798588986,13.283703188202034
"(115.96638655462185, 494.03830935295304)",87.39458347877536,3.2024024931690214,0.03637183440823415,4.031371689018828,13.937707890090735
"(116.97478991596638, 494.03830935295304)",87.16594180816267,3.365870745139942,0.03822845305951011,4.273941327177899,14.612378991521197
"(117.98319327731092, 494.03830935295304)",86.93166056310389,3.535026500885727,0.0401496685045669,4.527598131825994,15.307876217251746
"(118.99159663865547, 494.03830935295304)",86.69166848126169,3.7099554164984636,0.042136453602770664,4.7926762435554515,16.024346056486515
"(120.0, 494.03830935295304)",86.44589276928372,3.890741494807622,0.04418976242875386,5.069513984629249,16.761921536380953
"(0.0, 500.0)",92.99999999999402,0.0,0.0,7.943778454913594e-12,-7.943778454913594e-12
"(1.0084033613445378, 500.0)",93.00000000000774,7.290640710440937e-191,8.280469966483193e-193,7.943778454913594e-12,-7.943778454913594e-12
"(2.0168067226890756, 500.0)",93.00000000000774,7.054178932402994e-96,8.011904454955212e-98,7.943778454913594e-12,-7.943778454913594e-12
"(3.0252100840336134, 500.0)",93.00000000000774,4.2124782491476084e-64,4.784394268152877e-66,7.943778454913594e-12,-7.943778454913594e-12
"(4.033613445378151, 500.0)",93.00000000000774,3.7013254201594854e-48,4.203843694233415e-50,7.943778454913594e-12,-7.943778454913594e-12
"(5.04201680672269, 500.0)",93.00000000000774,1.472030387823903e-38,1.6718837068117527e-40,7.943778454913594e-12,-7.943778454913594e-12
"(6.050420168067227, 500.0)",93.00000000000774,3.888428568498005e-32,4.416349297233745e-34,7.943778454913594e-12,-7.943778454913594e-12
"(7.0588235294117645, 500.0)",93.00000000000774,1.558280605593053e-27,1.7698438678177907e-29,7.943778454913594e-12,-7.943778454913584e-12
"(8.067226890756302, 500.0)",93.00000000000774,4.536159011302978e-24,5.152020233573665e-26,7.943778454913594e-12,-7.943778454887833e-12
"(9.07563025210084, 500.0)",93.00000000000774,2.2919597283891376e-21,2.603132488471759e-23,7.943778454913594e-12,-7.943778441897931e-12
"(10.08403361344538, 500.0)",93.00000000000169,3.3919351426313604e-19,3.85244839135631e-21,1.5887556909827188e-11,-1.5887554983602993e-11
"(11.092436974789916, 500.0)",92.99999999999402,0.0,2.3306483606789316e-19,7.943778454913594e-12,-7.94366192249556e-12
"(12.100840336134453, 500.0)",92.99999999999402,0.0,7.20021039303294e-18,7.943778454913594e-12,-7.940178349717077e-12
"(13.109243697478991, 500.0)",92.99999999999402,0.0,1.3253048616897809e-16,7.943778454913594e-12,-7.877513211829105e-12
"(14.117647058823529, 500.0)",92.99999999999402,0.0,1.6228616999793906e-15,7.943778454913594e-12,-7.132347604923899e-12
"(15.126050420168067, 500.0)",92.99999999999402,0.0,1.4335202991971284e-14,8.192021531629644e-12,-1.0244200356440006e-12
"(16.134453781512605, 500.0)",92.99999999999402,0.0,9.706974910293033e-14,9.557358453567918e-12,3.8977516097897244e-11
"(17.142857142857142, 500.0)",92.99999999986387,4.647767506812051e-11,5.278781492553162e-13,1.7004650755049412e-11,2.4693442387260867e-10
"(18.15126050420168, 500.0)",92.99999999937666,2.1047578780747793e-10,2.3905147830123647e-12,4.741442765276551e-11,1.147842963853417e-9
"(19.159663865546218, 500.0)",92.99999999758687,8.167833079778818e-10,9.276756213046384e-12,1.8965771061106205e-10,4.4487203959121305e-9
"(20.16806722689076, 500.0)",92.99999999177263,2.779207416461105e-9,3.1565323894570134e-11,6.405912594657665e-10,1.5142070687819298e-8
"(21.176470588235297, 500.0)",92.99999997504285,8.447309141130238e-9,9.594175932966708e-11,2.0317454613825097e-9,4.593913420345103e-8
"(22.18487394957983, 500.0)",92.99999993128607,2.3286945106004275e-8,2.6448546460850255e-10,5.875541261253825e-9,1.2636719104299744e-7
"(23.19327731092437, 500.0)",92.99999982629632,5.896207106717973e-8,6.696718135201625e-10,1.5535796470120546e-8,3.1930011028996064e-7
"(24.201680672268907, 500.0)",92.99999959239453,1.3856768339331635e-7,1.5738061800371955e-9,3.809674788976694e-8,7.488063421288309e-7
"(25.210084033613445, 500.0)",92.99999910440624,3.0494208924721793e-7,3.46343196954769e-9,8.731342027949097e-8,1.6444025644943541e-6
"(26.218487394957982, 500.0)",92.99999814347372,6.331249952437885e-7,7.190825492998718e-9,1.8853652075507402e-7,3.406876225744285e-6
"(27.22689075630252, 500.0)",92.99999634588147,1.2481025248985023e-6,1.4175538039625064e-8,3.8596771507042246e-7,6.70180130474211e-6
"(28.235294117647058, 500.0)",92.99999313354236,2.3489754933933907e-6,2.6678891194037016e-8,7.532943610240833e-7,1.2586151235994425e-5
"(29.243697478991596, 500.0)",92.99998762334621,4.240597498411355e-6,4.816331186774478e-8,1.4084733766499918e-6,2.26731825572224e-5
"(30.252100840336134, 500.0)",92.99997851304487,7.373559240499838e-6,8.374646106074001e-8,2.5335145998517417e-6,3.933971593051826e-5
"(31.260504201680675, 500.0)",92.99996394195817,1.2393158133575199e-5,1.4075741459461685e-7,4.400144405916568e-6,6.597856289139185e-5
"(32.26890756302521, 500.0)",92.99994132608892,2.019770677126189e-5,2.2939891149767463e-7,7.402426089011219e-6,0.0001072970296598261
"(33.27731092436975, 500.0)",92.99990716746449,3.200622216549276e-5,3.6351614611830007e-7,1.2096764233994746e-5,0.0001696613088251553
"(34.285714285714285, 500.0)",92.99985683888443,4.943522202492251e-5,5.614689950004546e-7,1.9250179926939786e-5,0.0002614843175732875
"(35.294117647058826, 500.0)",92.99978434629739,7.458405481955759e-5,8.471011676951292e-7,2.9897255730986604e-5,0.000393653328116578
"(36.30252100840336, 500.0)",92.99968207116237,0.0001101279236183181,1.250796740920185e-6,4.5406121426808074e-5,0.0005799922490332844
"(37.3109243697479, 500.0)",92.99954049651055,0.00015941754200331782,1.8106120176588173e-6,6.755361221063774e-5,0.0008377523966187709
"(38.319327731092436, 500.0)",92.99934792037831,0.0002265841916056421,2.573468736107754e-6,9.86095793662934e-5,0.0011881247886875836
"(39.32773109243698, 500.0)",92.99909016087629,0.0003166488385644987,3.596393378534654e-6,0.0001414301831164454,0.0016567665061508815
"(40.33613445378152, 500.0)",92.99875025746988,0.00043563391036850985,4.947786695873869e-6,0.00019955987087853165,0.002274333477058403
"(41.34453781512605, 500.0)",92.99830817255744,0.0005906763320525489,6.708707535703428e-6,0.000277341456436995,0.0030770123114147196
"(42.352941176470594, 500.0)",92.99774049828284,0.0007901404661594994,8.974155577169792e-6,0.00038003385443552033,0.004107043934149376
"(43.36134453781513, 500.0)",92.99702017240885,0.0010437296875172245,1.1854338560604228e-5,0.0005139366174743033,0.0054132326628278105
"(44.36974789915966, 500.0)",92.99611620737424,0.0013625954438772577,1.547591096242064e-5,0.000686520680525452,0.007051434800684868
"(45.3781512605042, 500.0)",92.99499343660294,0.001759442798737041,1.9983172715775992e-5,0.00090656442097739,0.009085021936910607
"(46.38655462184874, 500.0)",92.99361228121218,0.0022486316154281378,2.5539218426143997e-5,0.0011842942350896765,0.011585314977982323
"(47.39495798319327, 500.0)",92.99192854040686,0.0028462727139772154,3.23270294893627e-5,0.0015315288321361426,0.014631985912545206
"(48.403361344537814, 500.0)",92.9898932084449,0.003570318507601678,4.055050351108017e-5,0.0019618264176009554,0.018313425337939133
"(49.41176470588235, 500.0)",92.98745232096655,0.004440647797536562,5.043541737861282e-5,0.0024906339906609646,0.022727074698645447
"(50.42016806722689, 500.0)",92.98454683249294,0.00547914456863955,6.223032219542237e-5,0.0031354381209485454,0.02797972297676264
"(51.42857142857142, 500.0)",92.98111252790204,0.006709770777691944,7.62073699867711e-5,0.003915916412575398,0.03418776858081015
"(52.436974789915965, 500.0)",92.97707996924507,0.00815863326024521,9.26630736055604e-5,0.004854089180280057,0.04147744762250014
"(53.445378151260506, 500.0)",92.9723744796961,0.009854044995101332,0.00011191900255437301,0.005974470728014112,0.049985030549172395
"(54.45378151260504, 500.0)",92.96691616640182,0.011826581052288449,0.0001343224184239634,0.0073042198747312985,0.0598569893372504
"(55.46218487394958, 500.0)",92.96061998311532,0.014109129650037824,0.00016024685478172317,0.008873289273218753,0.07125013811764283
"(56.470588235294116, 500.0)",92.95339583409807,0.016736938699626218,0.00019009264581266273,0.010714573284898287,0.08433174962143308
"(57.47899159663866, 500.0)",92.94514871995422,0.0197476583808192,0.00022428740987731502,0.012864054057471904,0.09927965088118561
"(58.48739495798319, 500.0)",92.93577892575226,0.023181380145943984,0.00026328649250716553,0.015360945854811946,0.11628230039877081
"(59.49579831932773, 500.0)",92.92518225250845,0.02708067259976372,0.0003075733739163756,0.01824783721708262,0.1355388497411052
"(60.50420168067227, 500.0)",92.91325029066184,0.03149061462892919,0.0003576600452754123,0.02157083122689096,0.1572591914108152
"(61.5126050420168, 500.0)",92.89987073596662,0.03645882608028117,0.0004140873571449187,0.025379683486388412,0.18166399508607092
"(62.52100840336135, 500.0)",92.88492774617566,0.042035496221213615,0.000477425342719165,0.029727937983685622,0.2089847333758969
"(63.529411764705884, 500.0)",92.86830233636041,0.048273409958469786,0.0005482735156107192,0.03467306085962729,0.2394636969457323
"(64.53781512605042, 500.0)",92.84987281113455,0.055227972108345166,0.0006272611455031605,0.04027657197178212,0.27335400077979816
"(65.54621848739495, 500.0)",92.82951522972151,0.06295722917341647,0.0007150475054841657,0.04660417422337616,0.31091957851870666
"(66.5546218487395, 500.0)",92.80710390000635,0.07152188860311534,0.0008123220908007778,0.053725880721588744,0.3524351646788001
"(67.56302521008404, 500.0)",92.78251189694593,0.08098533525952122,0.0009198048058724197,0.06171613970017125,0.3981862632360386
"(68.57142857142857, 500.0)",92.75561159889938,0.0914136439868623,0.0010382461070510952,0.07065395679728413,0.44846909672826346
"(69.57983193277312, 500.0)",92.72627523622701,0.10287558840789313,0.0011684271025278901,0.08062301502839696,0.5035905362355482
"(70.58823529411765, 500.0)",92.69437544422472,0.11544264464674035,0.0013111595946167071,0.09171179186988733,0.5638680054384662
"(71.59663865546219, 500.0)",92.65978581337002,0.12918898937695023,0.0014672860575797569,0.10401367332561755,0.6296293554642609
"(72.60504201680672, 500.0)",92.62238142845243,0.14419149129245382,0.001637679540767413,0.11762706467251532,0.7012127057111911
"(73.61344537815127, 500.0)",92.58203938877897,0.16052969510956502,0.0018232434869083225,0.132655497468731,0.7789662459854303
"(74.6218487394958, 500.0)",92.53863930122286,0.1782857972153244,0.0020249114555362505,0.14920773251642544,0.8632479952516998
"(75.63025210084034, 500.0)",92.49206373857996,0.1975446121173109,0.002243646741937022,0.16739785820239608,0.954425512766115
"(76.63865546218487, 500.0)",92.44219865600112,0.21839352892208358,0.0024804418828450717,0.1873453838507547,1.0528755575717812
"(77.64705882352942, 500.0)",92.38893375934127,0.24092245716664942,0.002736318041214991,0.20917532740796765,1.1589836931995277
"(78.65546218487395, 500.0)",92.33216281995769,0.2652237614604645,0.0030123242639068996,0.23301829719178346,1.2731438347616664
"(79.66386554621849, 500.0)",92.27178393210903,0.29139218453782695,0.003309536607740854,0.25901056692866053,1.3957577369417664
"(80.67226890756304, 500.0)",92.20769970988383,0.31952475849973483,0.003629057131410979,0.28729414368126505,1.5272344220242244
"(81.68067226890757, 500.0)",92.1398174222602,0.3497207042011073,0.003972012752758735,0.3180168282162222,1.6679895481631453
"(82.6890756302521, 500.0)",92.06804906628082,0.38208131892741864,0.004339553973040918,0.35133226727430283,1.818444719246156
"(83.69747899159664, 500.0)",91.99231137931922,0.4167098527052475,0.004732853472105667,0.38739999740928166,1.9790267386435516
"(84.70588235294119, 500.0)",91.91252579291289,0.45371137377296794,0.005153104580452813,0.4263854799632768,2.1501668102631295
"(85.71428571428572, 500.0)",91.82861833152131,0.4931926239234251,0.005601519636263469,0.4684601270602824,2.332299691071452
"(86.72268907563026, 500.0)",91.74051946066939,0.5352618645914327,0.006079328237312463,0.513801318220333,2.5258628004358985
"(87.73109243697479, 500.0)",91.64816388908727,0.5800287147319843,0.006587775399642479,0.5625924076347634,2.731295292186476
"(88.73949579831933, 500.0)",91.55149033069215,0.6276039816432226,0.00712811963610688,0.6150227220203952,2.949037096033045
"(89.74789915966386, 500.0)",91.45044123187829,0.6780994860274139,0.007701630969469799,0.6712875491008106,3.1795279356340886
"(90.7563025210084, 500.0)",91.34496246992653,0.7316278826699103,0.008309588895736889,0.731588116833867,3.423206331034577
"(91.76470588235293, 500.0)",91.23500302850596,0.7883024781752745,0.008953280314067336,0.7961315637830185,3.6805085932506496
"(92.77310924369748, 500.0)",91.12051465545508,0.8482370472810301,0.009633997440498823,0.8651309007120002,3.9518678195374117
"(93.78151260504201, 500.0)",91.00145150812803,0.9115456492673633,0.010353035722842512,0.9388049640687933,4.237712897352463
"(94.78991596638654, 500.0)",90.87776979130074,0.9783424460023716,0.011111691774051724,1.017378361687293,4.538467525338569
"(95.7983193277311, 500.0)",90.74942739165655,1.0487415231483614,0.01191126134155748,1.1010814113856233,4.854549259393116
"(96.80672268907563, 500.0)",90.6163835126966,1.122856716024191,0.012753037329488147,1.1901500730162995,5.186368591727774
"(97.81512605042016, 500.0)",90.47859831385378,1.2008014415317327,0.013638307889697053,1.284825874747093,5.5343280701014335
"(98.8235294117647, 500.0)",90.33603255605887,1.282688537531429,0.014568354597510451,1.3853558343375678,5.898821464417658
"(99.83193277310924, 500.0)",90.18864725696717,1.3686301108945569,0.015544450725904595,1.4919923761504261,6.280232986801872
"(100.84033613445378, 500.0)",90.03640335766224,1.458737395378824,0.016567859631321204,1.604993244835157,6.678936570825445
"(101.84873949579831, 500.0)",89.87926140282943,1.5531206203281547,0.017639833262398073,1.724621416476253,7.095295214722783
"(102.85714285714285, 500.0)",89.71718123633401,1.651888891012679,0.018761610800915027,1.8511450081875513,7.529660392269963
"(103.8655462184874, 500.0)",89.55012171363603,1.7551500812809093,0.01993441744256679,1.984837187016332,7.982371534267064
"(104.87394957983193, 500.0)",89.37804043291389,1.8630107389476893,0.021159463322398448,2.1259760789938826,8.453755582205343
